ID,NAN,ED,LA,O,D,SL
167,999,0,184,21,23,10
168,999,0,184,21,23,10
169,999,0,184,21,11,10
170,999,0,184,21,11,10
171,999,0,184,21,11,10
172,999,0,184,21,0,10
173,999,0,184,21,29,10
174,999,0,184,21,29,10
175,999,0,184,21,29,10
176,999,0,184,21,29,10
177,999,0,184,21,29,10
178,999,0,184,21,29,10
179,999,0,184,21,32,10
180,999,0,184,21,32,10
181,999,0,184,21,32,10
182,999,0,184,21,32,10
183,999,0,184,21,32,10
184,999,0,184,21,34,10
185,999,0,184,22,2,10
186,999,0,184,22,32,10
187,999,0,184,22,32,10
188,999,0,184,7,10,10
189,999,0,184,7,2,10
190,999,0,184,7,2,10
191,999,0,184,7,23,10
192,999,0,184,7,23,10
193,999,0,184,7,23,10
194,999,0,184,7,23,10
195,999,0,184,7,23,10
196,999,0,184,7,4,10
197,999,0,184,7,4,10
198,999,0,184,7,4,10
199,999,0,184,7,4,10
200,999,0,184,7,4,10
201,999,0,184,7,4,10
202,999,0,184,7,4,10
203,999,0,184,7,4,10
204,999,0,184,7,30,10
205,999,0,184,7,30,10
206,999,0,184,7,30,10
207,999,0,184,7,30,10
208,999,0,184,7,30,10
209,999,0,184,7,30,10
210,999,0,184,7,37,10
211,999,0,184,7,14,10
212,999,0,184,7,14,10
213,999,0,184,7,14,10
214,999,0,184,7,14,10
215,999,0,184,7,14,10
216,999,0,184,7,14,10
217,999,0,184,7,14,10
218,999,0,184,7,14,10
219,999,0,184,7,22,10
220,999,0,184,7,10,10
221,999,0,184,7,2,10
222,999,0,184,7,23,10
223,999,0,184,7,23,10
224,999,0,184,7,23,10
225,999,0,184,7,30,10
226,999,0,184,7,30,10
227,999,0,184,7,30,10
228,999,0,184,7,30,10
229,999,0,184,7,30,10
230,999,0,184,7,30,10
231,999,0,184,7,30,10
232,999,0,184,7,30,10
233,999,0,184,7,30,10
234,999,0,184,7,30,10
235,999,0,184,7,33,10
236,999,0,184,7,33,10
237,999,0,184,7,33,10
238,999,0,184,7,33,10
239,999,0,184,7,35,10
240,999,0,184,7,35,10
241,999,0,184,7,35,10
242,999,0,184,7,35,10
243,999,0,184,7,35,10
244,999,0,184,7,37,10
245,999,0,184,7,37,10
246,999,0,184,7,37,10
247,999,0,184,7,37,10
248,999,0,184,7,37,10
249,999,0,184,7,37,10
250,999,0,184,7,37,10
251,999,0,184,10,14,10
252,999,0,184,10,14,10
253,999,0,184,10,14,10
254,999,0,184,10,4,10
255,999,0,184,10,4,10
256,999,0,184,10,4,10
257,999,0,184,10,4,10
258,999,0,184,10,4,10
259,999,0,184,10,4,10
260,999,0,184,10,4,10
261,999,0,184,10,4,10
262,999,0,184,10,4,10
263,999,0,184,10,4,10
264,999,0,184,10,0,10
265,999,0,184,10,0,10
266,999,0,184,10,0,10
267,999,0,184,10,23,10
268,999,0,184,10,23,10
269,999,0,184,10,11,10
270,999,0,184,10,11,10
271,999,0,184,10,11,10
272,999,0,184,10,11,10
273,999,0,184,10,11,10
274,999,0,184,10,11,10
275,999,0,184,10,27,10
276,999,0,184,10,27,10
277,999,0,184,10,27,10
278,999,0,184,10,27,10
279,999,0,184,10,27,10
280,999,0,184,10,27,10
281,999,0,184,10,27,10
282,999,0,184,10,27,10
283,999,0,184,10,27,10
284,999,0,184,10,27,10
285,999,0,184,10,27,10
286,999,0,184,10,27,10
287,999,0,184,10,6,10
288,999,0,184,10,6,10
289,999,0,184,10,6,10
290,999,0,184,10,6,10
291,999,0,184,10,6,10
292,999,0,184,10,6,10
293,999,0,184,10,6,10
294,999,0,184,10,6,10
295,999,0,184,10,6,10
296,999,0,184,10,6,10
297,999,0,184,10,6,10
298,999,0,184,10,6,10
299,999,0,184,10,6,10
300,999,0,184,10,4,10
301,999,0,184,10,4,10
302,999,0,184,10,4,10
303,999,0,184,10,4,10
304,999,0,184,10,30,10
305,999,0,184,10,30,10
306,999,0,184,10,31,10
307,999,0,184,10,31,10
308,999,0,184,10,31,10
309,999,0,184,10,31,10
310,999,0,184,10,31,10
311,999,0,184,10,31,10
312,999,0,184,10,31,10
313,999,0,184,2,10,10
314,999,0,184,2,8,10
315,999,0,184,2,8,10
316,999,0,184,2,8,10
317,999,0,184,2,8,10
318,999,0,184,2,7,10
319,999,0,184,2,21,10
320,999,0,184,2,21,10
321,999,0,184,2,22,10
322,999,0,184,2,7,10
323,999,0,184,2,7,10
324,999,0,184,2,7,10
325,999,0,184,2,7,10
326,999,0,184,2,10,10
327,999,0,184,2,2,10
328,999,0,184,2,8,10
329,999,0,184,2,8,10
330,999,0,184,2,8,10
331,999,0,184,2,23,10
332,999,0,184,2,23,10
333,999,0,184,2,23,10
334,999,0,184,2,23,10
335,999,0,184,2,23,10
336,999,0,184,2,23,10
337,999,0,184,2,23,10
338,999,0,184,2,23,10
339,999,0,184,2,23,10
340,999,0,184,2,23,10
341,999,0,184,2,23,10
342,999,0,184,2,23,10
343,999,0,184,2,26,10
344,999,0,184,2,26,10
345,999,0,184,2,26,10
346,999,0,184,2,27,10
347,999,0,184,2,27,10
348,999,0,184,2,27,10
349,999,0,184,2,27,10
350,999,0,184,2,27,10
351,999,0,184,2,28,10
352,999,0,184,2,28,10
353,999,0,184,2,28,10
354,999,0,184,2,4,10
355,999,0,184,2,4,10
356,999,0,184,2,4,10
357,999,0,184,2,4,10
358,999,0,184,2,4,10
359,999,0,184,2,4,10
360,999,0,184,2,4,10
361,999,0,184,2,4,10
362,999,0,184,2,4,10
363,999,0,184,2,4,10
364,999,0,184,2,4,10
365,999,0,184,2,4,10
366,999,0,184,2,4,10
367,999,0,184,2,4,10
368,999,0,184,2,4,10
369,999,0,184,2,4,10
370,999,0,184,2,4,10
371,999,0,184,2,4,10
372,999,0,184,2,4,10
373,999,0,184,2,4,10
374,999,0,184,2,4,10
375,999,0,184,2,4,10
376,999,0,184,2,4,10
377,999,0,184,2,0,10
378,999,0,184,2,0,10
379,999,0,184,2,0,10
380,999,0,184,2,0,10
381,999,0,184,2,0,10
382,999,0,184,2,0,10
383,999,0,184,2,0,10
384,999,0,184,2,0,10
385,999,0,184,2,0,10
386,999,0,184,2,0,10
387,999,0,184,2,0,10
388,999,0,184,2,0,10
389,999,0,184,2,0,10
390,999,0,184,2,0,10
391,999,0,184,2,31,10
392,999,0,184,2,31,10
393,999,0,184,2,31,10
394,999,0,184,2,31,10
395,999,0,184,2,31,10
396,999,0,184,2,37,10
397,999,0,184,2,37,10
398,999,0,184,2,37,10
399,999,0,184,2,37,10
400,999,0,184,2,37,10
401,999,0,184,2,37,10
402,999,0,184,8,17,10
403,999,0,184,8,17,10
404,999,0,184,8,14,10
405,999,0,184,8,14,10
406,999,0,184,8,7,10
407,999,0,184,8,7,10
408,999,0,184,8,11,10
409,999,0,184,8,11,10
410,999,0,184,8,33,10
411,999,0,184,8,33,10
412,999,0,184,8,7,10
413,999,0,184,8,7,10
414,999,0,184,8,7,10
415,999,0,184,8,7,10
416,999,0,184,8,7,10
417,999,0,184,8,7,10
418,999,0,184,8,7,10
419,999,0,184,8,7,10
420,999,0,184,8,7,10
421,999,0,184,8,7,10
422,999,0,184,8,7,10
423,999,0,184,8,7,10
424,999,0,184,8,23,10
425,999,0,184,8,23,10
426,999,0,184,8,23,10
427,999,0,184,8,23,10
428,999,0,184,8,23,10
429,999,0,184,8,23,10
430,999,0,184,8,5,10
431,999,0,184,8,5,10
432,999,0,184,8,5,10
433,999,0,184,8,5,10
434,999,0,184,8,5,10
435,999,0,184,8,5,10
436,999,0,184,8,5,10
437,999,0,184,8,5,10
438,999,0,184,8,5,10
439,999,0,184,8,5,10
440,999,0,184,4,7,10
441,999,0,184,4,7,10
442,999,0,184,4,7,10
443,999,0,184,4,7,10
444,999,0,184,4,7,10
445,999,0,184,4,7,10
446,999,0,184,4,7,10
447,999,0,184,4,7,10
448,999,0,184,4,7,10
449,999,0,184,4,7,10
450,999,0,184,4,7,10
451,999,0,184,4,7,10
452,999,0,184,4,7,10
453,999,0,184,4,7,10
454,999,0,184,4,7,10
455,999,0,184,4,7,10
456,999,0,184,4,7,10
457,999,0,184,4,7,10
458,999,0,184,4,7,10
459,999,0,184,4,7,10
460,999,0,184,4,7,10
461,999,0,184,4,7,10
462,999,0,184,4,7,10
463,999,0,184,4,7,10
464,999,0,184,4,7,10
465,999,0,184,4,7,10
466,999,0,184,4,7,10
467,999,0,184,4,4,10
468,999,0,184,4,28,10
469,999,0,184,4,28,10
470,999,0,184,4,28,10
471,999,0,184,4,37,10
472,999,0,184,4,37,10
473,999,0,184,4,37,10
474,999,0,184,4,37,10
475,999,0,184,4,37,10
476,999,0,184,4,37,10
477,999,0,184,4,37,10
478,999,0,184,0,10,10
479,999,0,184,0,10,10
480,999,0,184,0,10,10
481,999,0,184,0,10,10
482,999,0,184,0,10,10
483,999,0,184,0,10,10
484,999,0,184,0,8,10
485,999,0,184,0,8,10
486,999,0,184,0,8,10
487,999,0,184,0,8,10
488,999,0,184,0,8,10
489,999,0,184,0,8,10
490,999,0,184,0,8,10
491,999,0,184,0,8,10
492,999,0,184,0,8,10
493,999,0,184,0,8,10
494,999,0,184,0,8,10
495,999,0,184,23,31,10
496,999,0,184,23,9,10
497,999,0,184,23,9,10
498,999,0,184,23,9,10
499,999,0,184,23,9,10
500,999,0,184,23,9,10
501,999,0,184,23,9,10
502,999,0,184,23,9,10
503,999,0,184,23,9,10
504,999,0,184,23,9,10
505,999,0,184,23,9,10
506,999,0,184,23,9,10
507,999,0,184,23,9,10
508,999,0,184,23,9,10
509,999,0,184,23,9,10
510,999,0,184,23,9,10
511,999,0,184,23,9,10
512,999,0,184,23,9,10
513,999,0,184,24,27,10
514,999,0,184,25,27,10
515,999,0,184,25,27,10
516,999,0,184,25,7,10
517,999,0,184,5,4,10
518,999,0,184,5,4,10
519,999,0,184,5,36,10
520,999,0,184,5,14,10
521,999,0,184,5,10,10
522,999,0,184,5,10,10
523,999,0,184,5,10,10
524,999,0,184,5,10,10
525,999,0,184,5,26,10
526,999,0,184,5,27,10
527,999,0,184,5,28,10
528,999,0,184,5,6,10
529,999,0,184,5,6,10
530,999,0,184,5,6,10
531,999,0,184,5,6,10
532,999,0,184,5,4,10
533,999,0,184,5,4,10
534,999,0,184,5,4,10
535,999,0,184,5,8,10
536,999,0,184,5,8,10
537,999,0,184,5,7,10
538,999,0,184,5,11,10
539,999,0,184,11,23,10
540,999,0,184,4,4,10
541,999,0,184,4,4,10
542,999,0,184,4,4,10
543,999,0,184,27,14,10
544,999,0,184,27,14,10
545,999,0,184,27,21,10
546,999,0,184,27,21,10
547,999,0,184,27,21,10
548,999,0,184,27,6,10
549,999,0,184,27,4,10
550,999,0,184,7,37,10
551,999,0,184,7,37,10
552,999,0,184,7,37,10
553,999,0,184,7,37,10
554,999,0,184,7,37,10
555,999,0,184,7,37,10
556,999,0,184,7,37,10
557,999,0,184,28,8,10
558,999,0,184,28,8,10
559,999,0,184,28,8,10
560,999,0,184,28,8,10
561,999,0,184,28,3,10
562,999,0,184,28,3,10
563,999,0,184,28,3,10
564,999,0,184,28,3,10
565,999,0,184,28,3,10
566,999,0,184,28,3,10
567,999,0,184,28,3,10
568,999,0,184,28,3,10
569,999,0,184,28,3,10
570,999,0,184,6,19,10
571,999,0,184,6,19,10
572,999,0,184,6,19,10
573,999,0,184,6,27,10
574,999,0,184,6,8,10
575,999,0,184,6,8,10
576,999,0,184,6,8,10
577,999,0,184,6,8,10
578,999,0,184,6,37,10
579,999,0,184,6,37,10
580,999,0,184,6,37,10
581,999,0,184,3,0,10
582,999,0,184,3,0,10
583,999,0,184,3,0,10
584,999,0,184,3,0,10
585,999,0,184,3,0,10
586,999,0,184,3,0,10
587,999,0,184,3,0,10
588,999,0,184,3,0,10
589,999,0,184,3,0,10
590,999,0,184,3,3,10
591,999,0,184,2,13,10
592,999,0,184,2,13,10
593,999,0,184,2,13,10
594,999,0,184,2,13,10
595,999,0,184,2,13,10
596,999,0,184,2,13,10
597,999,0,184,2,13,10
598,999,0,184,2,13,10
599,999,0,184,2,13,10
600,999,0,184,2,13,10
601,999,0,184,2,14,10
602,999,0,184,2,14,10
603,999,0,184,2,14,10
604,999,0,184,2,14,10
605,999,0,184,2,27,10
606,999,0,184,2,27,10
607,999,0,184,2,27,10
608,999,0,184,2,27,10
609,999,0,184,2,27,10
610,999,0,184,2,27,10
611,999,0,184,2,27,10
612,999,0,184,2,27,10
613,999,0,184,2,27,10
614,999,0,184,2,27,10
615,999,0,184,2,4,10
616,999,0,184,2,4,10
617,999,0,184,2,4,10
618,999,0,184,2,4,10
619,999,0,184,2,4,10
620,999,0,184,2,4,10
621,999,0,184,0,10,10
622,999,0,184,0,10,10
623,999,0,184,0,10,10
624,999,0,184,29,10,10
625,999,0,184,29,10,10
626,999,0,184,29,10,10
627,999,0,184,29,10,10
628,999,0,184,29,10,10
629,999,0,184,29,22,10
630,999,0,184,29,22,10
631,999,0,184,29,22,10
632,999,0,184,29,22,10
633,999,0,184,29,22,10
634,999,0,184,29,22,10
635,999,0,184,29,27,10
636,999,0,184,29,0,10
637,999,0,184,29,0,10
638,999,0,184,29,0,10
639,999,0,184,29,0,10
640,999,0,184,29,0,10
641,999,0,184,29,0,10
642,999,0,184,29,0,10
643,999,0,184,29,0,10
644,999,0,184,30,14,10
645,999,0,184,30,14,10
646,999,0,184,30,14,10
647,999,0,184,30,27,10
648,999,0,184,30,36,10
649,999,0,184,11,34,10
650,999,0,184,11,34,10
651,999,0,184,11,34,10
652,999,0,184,11,34,10
653,999,0,184,11,34,10
654,999,0,184,11,34,10
655,999,0,184,31,22,10
656,999,0,184,31,22,10
657,999,0,184,31,22,10
658,999,0,184,31,22,10
659,999,0,184,31,7,10
660,999,0,184,31,7,10
661,999,0,184,31,7,10
662,999,0,184,31,7,10
663,999,0,184,31,7,10
664,999,0,184,31,7,10
665,999,0,184,31,2,10
666,999,0,184,31,2,10
667,999,0,184,31,2,10
668,999,0,184,31,2,10
669,999,0,184,31,2,10
670,999,0,184,31,23,10
671,999,0,184,31,27,10
672,999,0,184,31,32,10
673,999,0,184,31,32,10
674,999,0,184,32,10,10
675,999,0,184,32,10,10
676,999,0,184,32,10,10
677,999,0,184,32,21,10
678,999,0,184,32,21,10
679,999,0,184,32,21,10
680,999,0,184,32,21,10
681,999,0,184,32,21,10
682,999,0,184,32,21,10
683,999,0,184,32,7,10
684,999,0,184,32,7,10
685,999,0,184,32,7,10
686,999,0,184,32,7,10
687,999,0,184,32,23,10
688,999,0,184,32,27,10
689,999,0,184,32,27,10
690,999,0,184,32,27,10
691,999,0,184,32,27,10
692,999,0,184,32,30,10
693,999,0,184,32,31,10
694,999,0,184,9,34,10
695,999,0,184,9,34,10
696,999,0,184,9,34,10
697,999,0,184,33,14,10
698,999,0,184,33,3,10
699,999,0,184,33,3,10
700,999,0,184,33,3,10
701,999,0,184,33,3,10
702,999,0,184,34,3,10
703,999,0,184,34,3,10
704,999,0,184,35,10,10
705,999,0,184,35,0,10
706,999,0,184,35,0,10
707,999,0,184,35,0,10
708,999,0,184,35,0,10
709,999,0,184,35,0,10
710,999,0,184,35,27,10
711,999,0,184,35,32,10
712,999,0,184,36,5,10
713,999,0,184,37,21,10
714,999,0,184,37,22,10
715,999,0,184,37,22,10
716,999,0,184,37,22,10
717,999,0,184,37,22,10
718,999,0,184,37,22,10
719,999,0,184,37,22,10
720,999,0,184,37,10,10
721,999,0,184,37,10,10
722,999,0,184,37,8,10
723,999,0,184,37,0,10
724,999,0,184,37,0,10
725,999,0,184,37,0,10
726,999,0,184,37,0,10
727,999,0,184,37,27,10
728,999,0,184,37,27,10
729,999,0,184,37,32,10
730,999,0,184,37,32,10
731,999,0,184,37,32,10
732,999,0,184,3,37,10
733,999,0,184,3,37,10
734,999,0,184,3,37,10
735,999,0,184,3,37,10
736,999,0,184,3,37,10
737,999,0,184,11,31,10
738,999,0,184,11,31,10
739,999,0,184,11,31,10
740,999,0,184,11,31,10
741,999,0,184,11,31,10
742,999,0,184,11,31,10
743,999,0,184,11,31,10
