ID,NAN,ED,LA,O,D,SL
197,999,0,184,7,23,10
198,999,0,184,7,23,10
199,999,0,184,7,23,10
200,999,0,184,7,23,10
201,999,0,184,7,23,10
202,999,0,184,7,23,10
203,999,0,184,7,23,10
204,999,0,184,7,23,10
205,999,0,184,7,23,10
206,999,0,184,7,23,10
207,999,0,184,7,23,10
208,999,0,184,8,1,10
209,999,0,184,8,1,10
210,999,0,184,8,1,10
211,999,0,184,8,5,10
212,999,0,184,8,5,10
213,999,0,184,8,5,10
214,999,0,184,8,20,10
215,999,0,184,8,24,10
216,999,0,184,9,35,10
217,999,0,184,9,35,10
218,999,0,184,9,35,10
219,999,0,184,9,35,10
220,999,0,184,9,35,10
221,999,0,184,9,35,10
222,999,0,184,11,1,10
223,999,0,184,11,1,10
224,999,0,184,11,1,10
225,999,0,184,11,1,10
226,999,0,184,11,1,10
227,999,0,184,11,1,10
228,999,0,184,11,1,10
229,999,0,184,11,1,10
230,999,0,184,11,28,10
231,999,0,184,11,28,10
232,999,0,184,11,28,10
233,999,0,184,11,28,10
234,999,0,184,11,28,10
235,999,0,184,11,28,10
236,999,0,184,11,28,10
237,999,0,184,11,28,10
238,999,0,184,11,28,10
239,999,0,184,11,28,10
240,999,0,184,11,28,10
241,999,0,184,11,31,10
242,999,0,184,11,31,10
243,999,0,184,12,5,10
244,999,0,184,12,5,10
245,999,0,184,12,5,10
246,999,0,184,12,5,10
247,999,0,184,12,5,10
248,999,0,184,12,5,10
249,999,0,184,12,14,10
250,999,0,184,12,15,10
251,999,0,184,12,15,10
252,999,0,184,12,20,10
253,999,0,184,12,20,10
254,999,0,184,12,20,10
255,999,0,184,12,20,10
256,999,0,184,12,20,10
257,999,0,184,12,28,10
258,999,0,184,12,28,10
259,999,0,184,12,28,10
260,999,0,184,12,28,10
261,999,0,184,12,28,10
262,999,0,184,12,28,10
263,999,0,184,12,28,10
264,999,0,184,12,28,10
265,999,0,184,12,36,10
266,999,0,184,13,1,10
267,999,0,184,13,1,10
268,999,0,184,13,1,10
269,999,0,184,13,1,10
270,999,0,184,13,1,10
271,999,0,184,13,1,10
272,999,0,184,13,1,10
273,999,0,184,13,1,10
274,999,0,184,13,2,10
275,999,0,184,13,5,10
276,999,0,184,13,5,10
277,999,0,184,13,5,10
278,999,0,184,13,5,10
279,999,0,184,13,5,10
280,999,0,184,13,5,10
281,999,0,184,13,5,10
282,999,0,184,13,5,10
283,999,0,184,13,5,10
284,999,0,184,13,5,10
285,999,0,184,13,5,10
286,999,0,184,13,5,10
287,999,0,184,13,5,10
288,999,0,184,13,5,10
289,999,0,184,13,5,10
290,999,0,184,13,14,10
291,999,0,184,13,15,10
292,999,0,184,13,20,10
293,999,0,184,13,20,10
294,999,0,184,13,20,10
295,999,0,184,13,35,10
296,999,0,184,13,35,10
297,999,0,184,13,35,10
298,999,0,184,13,35,10
299,999,0,184,13,36,10
300,999,0,184,13,36,10
301,999,0,184,13,36,10
302,999,0,184,13,36,10
303,999,0,184,13,36,10
304,999,0,184,13,36,10
305,999,0,184,13,36,10
306,999,0,184,14,1,10
307,999,0,184,14,1,10
308,999,0,184,14,1,10
309,999,0,184,14,2,10
310,999,0,184,14,2,10
311,999,0,184,14,2,10
312,999,0,184,14,3,10
313,999,0,184,14,3,10
314,999,0,184,14,3,10
315,999,0,184,14,3,10
316,999,0,184,14,3,10
317,999,0,184,14,3,10
318,999,0,184,14,3,10
319,999,0,184,14,3,10
320,999,0,184,14,3,10
321,999,0,184,14,3,10
322,999,0,184,14,5,10
323,999,0,184,14,5,10
324,999,0,184,14,5,10
325,999,0,184,14,5,10
326,999,0,184,14,5,10
327,999,0,184,14,5,10
328,999,0,184,14,5,10
329,999,0,184,14,5,10
330,999,0,184,14,11,10
331,999,0,184,14,12,10
332,999,0,184,14,12,10
333,999,0,184,14,12,10
334,999,0,184,14,13,10
335,999,0,184,14,15,10
336,999,0,184,14,15,10
337,999,0,184,14,15,10
338,999,0,184,14,15,10
339,999,0,184,14,18,10
340,999,0,184,14,18,10
341,999,0,184,14,18,10
342,999,0,184,14,20,10
343,999,0,184,14,20,10
344,999,0,184,14,20,10
345,999,0,184,14,20,10
346,999,0,184,14,20,10
347,999,0,184,14,20,10
348,999,0,184,14,20,10
349,999,0,184,14,20,10
350,999,0,184,14,20,10
351,999,0,184,14,20,10
352,999,0,184,14,20,10
353,999,0,184,14,20,10
354,999,0,184,14,20,10
355,999,0,184,14,20,10
356,999,0,184,14,23,10
357,999,0,184,14,23,10
358,999,0,184,14,23,10
359,999,0,184,14,24,10
360,999,0,184,14,24,10
361,999,0,184,14,24,10
362,999,0,184,14,24,10
363,999,0,184,14,24,10
364,999,0,184,14,24,10
365,999,0,184,14,24,10
366,999,0,184,14,24,10
367,999,0,184,14,24,10
368,999,0,184,14,24,10
369,999,0,184,14,24,10
370,999,0,184,14,24,10
371,999,0,184,14,24,10
372,999,0,184,14,24,10
373,999,0,184,14,24,10
374,999,0,184,14,24,10
375,999,0,184,14,24,10
376,999,0,184,14,25,10
377,999,0,184,14,25,10
378,999,0,184,14,25,10
379,999,0,184,14,26,10
380,999,0,184,14,26,10
381,999,0,184,14,26,10
382,999,0,184,14,26,10
383,999,0,184,14,26,10
384,999,0,184,14,26,10
385,999,0,184,14,26,10
386,999,0,184,14,26,10
387,999,0,184,14,26,10
388,999,0,184,14,26,10
389,999,0,184,14,26,10
390,999,0,184,14,26,10
391,999,0,184,14,26,10
392,999,0,184,14,28,10
393,999,0,184,14,28,10
394,999,0,184,14,28,10
395,999,0,184,14,28,10
396,999,0,184,14,28,10
397,999,0,184,14,28,10
398,999,0,184,14,28,10
399,999,0,184,14,28,10
400,999,0,184,14,28,10
401,999,0,184,14,28,10
402,999,0,184,14,28,10
403,999,0,184,14,28,10
404,999,0,184,14,28,10
405,999,0,184,14,28,10
406,999,0,184,14,28,10
407,999,0,184,14,28,10
408,999,0,184,14,28,10
409,999,0,184,14,28,10
410,999,0,184,14,28,10
411,999,0,184,14,28,10
412,999,0,184,14,28,10
413,999,0,184,14,28,10
414,999,0,184,14,28,10
415,999,0,184,14,28,10
416,999,0,184,14,28,10
417,999,0,184,14,28,10
418,999,0,184,14,28,10
419,999,0,184,14,29,10
420,999,0,184,14,29,10
421,999,0,184,14,29,10
422,999,0,184,14,29,10
423,999,0,184,14,29,10
424,999,0,184,14,29,10
425,999,0,184,14,29,10
426,999,0,184,14,29,10
427,999,0,184,14,29,10
428,999,0,184,14,29,10
429,999,0,184,14,29,10
430,999,0,184,14,29,10
431,999,0,184,14,29,10
432,999,0,184,14,29,10
433,999,0,184,14,30,10
434,999,0,184,14,30,10
435,999,0,184,14,30,10
436,999,0,184,14,30,10
437,999,0,184,14,30,10
438,999,0,184,14,30,10
439,999,0,184,14,30,10
440,999,0,184,14,30,10
441,999,0,184,14,30,10
442,999,0,184,14,30,10
443,999,0,184,14,30,10
444,999,0,184,14,30,10
445,999,0,184,14,36,10
446,999,0,184,14,36,10
447,999,0,184,14,36,10
448,999,0,184,14,36,10
449,999,0,184,14,36,10
450,999,0,184,14,36,10
451,999,0,184,15,1,10
452,999,0,184,15,1,10
453,999,0,184,15,4,10
454,999,0,184,15,4,10
455,999,0,184,15,5,10
456,999,0,184,15,5,10
457,999,0,184,15,13,10
458,999,0,184,15,13,10
459,999,0,184,15,14,10
460,999,0,184,15,35,10
461,999,0,184,15,35,10
462,999,0,184,16,12,10
463,999,0,184,16,12,10
464,999,0,184,16,12,10
465,999,0,184,16,12,10
466,999,0,184,16,12,10
467,999,0,184,16,12,10
468,999,0,184,16,12,10
469,999,0,184,16,12,10
470,999,0,184,16,12,10
471,999,0,184,16,12,10
472,999,0,184,16,12,10
473,999,0,184,16,12,10
474,999,0,184,16,20,10
475,999,0,184,16,20,10
476,999,0,184,16,20,10
477,999,0,184,16,20,10
478,999,0,184,16,20,10
479,999,0,184,16,20,10
480,999,0,184,16,21,10
481,999,0,184,16,21,10
482,999,0,184,16,21,10
483,999,0,184,16,21,10
484,999,0,184,16,21,10
485,999,0,184,16,21,10
486,999,0,184,16,21,10
487,999,0,184,16,21,10
488,999,0,184,16,21,10
489,999,0,184,16,21,10
490,999,0,184,17,11,10
491,999,0,184,17,11,10
492,999,0,184,17,11,10
493,999,0,184,17,11,10
494,999,0,184,17,11,10
495,999,0,184,17,11,10
496,999,0,184,17,11,10
497,999,0,184,17,11,10
498,999,0,184,17,13,10
499,999,0,184,17,13,10
500,999,0,184,17,13,10
501,999,0,184,17,13,10
502,999,0,184,17,13,10
503,999,0,184,17,13,10
504,999,0,184,17,13,10
505,999,0,184,17,13,10
506,999,0,184,17,13,10
507,999,0,184,17,13,10
508,999,0,184,17,13,10
509,999,0,184,17,13,10
510,999,0,184,17,13,10
511,999,0,184,17,13,10
512,999,0,184,17,13,10
513,999,0,184,17,13,10
514,999,0,184,17,13,10
515,999,0,184,17,13,10
516,999,0,184,17,13,10
517,999,0,184,17,22,10
518,999,0,184,17,25,10
519,999,0,184,17,25,10
520,999,0,184,17,25,10
521,999,0,184,17,36,10
522,999,0,184,17,36,10
523,999,0,184,17,36,10
524,999,0,184,17,36,10
525,999,0,184,17,36,10
526,999,0,184,17,36,10
527,999,0,184,17,36,10
528,999,0,184,19,0,10
529,999,0,184,19,0,10
530,999,0,184,19,0,10
531,999,0,184,19,0,10
532,999,0,184,19,0,10
533,999,0,184,19,0,10
534,999,0,184,19,0,10
535,999,0,184,19,0,10
536,999,0,184,19,0,10
537,999,0,184,19,0,10
538,999,0,184,19,1,10
539,999,0,184,19,1,10
540,999,0,184,19,1,10
541,999,0,184,19,1,10
542,999,0,184,19,14,10
543,999,0,184,19,14,10
544,999,0,184,19,14,10
545,999,0,184,19,14,10
546,999,0,184,19,14,10
547,999,0,184,19,14,10
548,999,0,184,19,15,10
549,999,0,184,19,15,10
550,999,0,184,19,15,10
551,999,0,184,19,15,10
552,999,0,184,19,15,10
553,999,0,184,19,15,10
554,999,0,184,19,15,10
555,999,0,184,19,15,10
556,999,0,184,19,15,10
557,999,0,184,19,15,10
558,999,0,184,19,15,10
559,999,0,184,19,24,10
560,999,0,184,19,24,10
561,999,0,184,19,24,10
562,999,0,184,19,24,10
563,999,0,184,19,24,10
564,999,0,184,19,24,10
565,999,0,184,19,24,10
566,999,0,184,19,24,10
567,999,0,184,19,24,10
568,999,0,184,19,24,10
569,999,0,184,19,28,10
570,999,0,184,19,28,10
571,999,0,184,19,28,10
572,999,0,184,19,28,10
573,999,0,184,19,28,10
574,999,0,184,19,28,10
575,999,0,184,20,30,10
576,999,0,184,20,34,10
577,999,0,184,20,34,10
578,999,0,184,20,34,10
579,999,0,184,20,34,10
580,999,0,184,20,34,10
581,999,0,184,20,34,10
582,999,0,184,20,34,10
583,999,0,184,20,34,10
584,999,0,184,20,34,10
585,999,0,184,20,34,10
586,999,0,184,20,34,10
587,999,0,184,20,34,10
588,999,0,184,20,34,10
589,999,0,184,20,34,10
590,999,0,184,20,34,10
591,999,0,184,20,34,10
592,999,0,184,20,34,10
593,999,0,184,21,0,10
594,999,0,184,21,1,10
595,999,0,184,21,5,10
596,999,0,184,21,6,10
597,999,0,184,21,14,10
598,999,0,184,21,14,10
599,999,0,184,21,14,10
600,999,0,184,21,14,10
601,999,0,184,21,15,10
602,999,0,184,21,15,10
603,999,0,184,21,23,10
604,999,0,184,21,24,10
605,999,0,184,21,25,10
606,999,0,184,21,26,10
607,999,0,184,21,26,10
608,999,0,184,21,26,10
609,999,0,184,21,26,10
610,999,0,184,21,28,10
611,999,0,184,21,28,10
612,999,0,184,21,28,10
613,999,0,184,21,28,10
614,999,0,184,21,28,10
615,999,0,184,21,35,10
616,999,0,184,22,17,10
617,999,0,184,22,28,10
618,999,0,184,22,28,10
619,999,0,184,24,1,10
620,999,0,184,24,1,10
621,999,0,184,24,2,10
622,999,0,184,24,2,10
623,999,0,184,24,2,10
624,999,0,184,24,26,10
625,999,0,184,24,28,10
626,999,0,184,25,15,10
627,999,0,184,25,15,10
628,999,0,184,25,15,10
629,999,0,184,25,15,10
630,999,0,184,25,37,10
631,999,0,184,25,37,10
632,999,0,184,25,37,10
633,999,0,184,25,37,10
634,999,0,184,25,37,10
635,999,0,184,25,37,10
636,999,0,184,25,37,10
637,999,0,184,25,37,10
638,999,0,184,25,37,10
639,999,0,184,26,15,10
640,999,0,184,26,15,10
641,999,0,184,26,15,10
642,999,0,184,26,15,10
643,999,0,184,26,36,10
644,999,0,184,26,36,10
645,999,0,184,26,36,10
646,999,0,184,27,18,10
647,999,0,184,27,18,10
648,999,0,184,27,18,10
649,999,0,184,27,18,10
650,999,0,184,27,18,10
651,999,0,184,27,18,10
652,999,0,184,27,18,10
653,999,0,184,27,18,10
654,999,0,184,27,18,10
655,999,0,184,27,37,10
656,999,0,184,29,14,10
657,999,0,184,29,14,10
658,999,0,184,29,14,10
659,999,0,184,30,2,10
660,999,0,184,30,2,10
661,999,0,184,30,2,10
662,999,0,184,30,2,10
663,999,0,184,30,12,10
664,999,0,184,30,12,10
665,999,0,184,30,12,10
666,999,0,184,30,12,10
667,999,0,184,30,12,10
668,999,0,184,30,12,10
669,999,0,184,30,15,10
670,999,0,184,30,15,10
671,999,0,184,30,15,10
672,999,0,184,30,15,10
673,999,0,184,30,15,10
674,999,0,184,30,20,10
675,999,0,184,30,24,10
676,999,0,184,30,31,10
677,999,0,184,30,31,10
678,999,0,184,31,2,10
679,999,0,184,31,2,10
680,999,0,184,31,2,10
681,999,0,184,31,2,10
682,999,0,184,31,2,10
683,999,0,184,31,2,10
684,999,0,184,31,2,10
685,999,0,184,31,2,10
686,999,0,184,31,2,10
687,999,0,184,31,2,10
688,999,0,184,31,5,10
689,999,0,184,31,12,10
690,999,0,184,31,12,10
691,999,0,184,31,12,10
692,999,0,184,31,12,10
693,999,0,184,31,20,10
694,999,0,184,31,24,10
695,999,0,184,31,24,10
696,999,0,184,31,24,10
697,999,0,184,31,24,10
698,999,0,184,31,30,10
699,999,0,184,33,35,10
700,999,0,184,33,35,10
701,999,0,184,33,35,10
702,999,0,184,35,0,10
703,999,0,184,35,0,10
704,999,0,184,35,1,10
705,999,0,184,35,27,10
706,999,0,184,35,27,10
707,999,0,184,35,27,10
708,999,0,184,35,27,10
709,999,0,184,36,2,10
710,999,0,184,36,2,10
711,999,0,184,36,2,10
712,999,0,184,36,2,10
713,999,0,184,36,2,10
714,999,0,184,36,2,10
715,999,0,184,36,2,10
716,999,0,184,36,14,10
717,999,0,184,36,14,10
718,999,0,184,36,15,10
719,999,0,184,36,18,10
720,999,0,184,36,18,10
721,999,0,184,36,18,10
722,999,0,184,36,18,10
723,999,0,184,36,24,10
724,999,0,184,36,24,10
725,999,0,184,36,31,10
726,999,0,184,36,31,10
727,999,0,184,36,31,10
728,999,0,184,37,36,10
729,999,0,184,37,36,10
730,999,0,184,37,36,10
731,999,0,184,37,36,10
732,999,0,184,37,36,10
733,999,0,184,38,30,10
734,999,0,184,38,30,10
735,999,0,184,38,30,10
736,999,0,184,38,30,10
737,999,0,184,38,30,10
738,999,0,184,38,30,10
739,999,0,184,38,30,10
