ID,NAN,ED,LA,O,D,SL
197,999,0,184,14,15,10
198,999,0,184,14,18,10
199,999,0,184,14,20,10
200,999,0,184,14,20,10
201,999,0,184,14,20,10
202,999,0,184,14,20,10
203,999,0,184,14,20,10
204,999,0,184,14,20,10
205,999,0,184,14,24,10
206,999,0,184,14,24,10
207,999,0,184,14,26,10
208,999,0,184,14,26,10
209,999,0,184,14,26,10
210,999,0,184,14,26,10
211,999,0,184,14,26,10
212,999,0,184,14,26,10
213,999,0,184,14,26,10
214,999,0,184,14,26,10
215,999,0,184,14,26,10
216,999,0,184,14,26,10
217,999,0,184,14,26,10
218,999,0,184,14,26,10
219,999,0,184,14,26,10
220,999,0,184,14,26,10
221,999,0,184,14,26,10
222,999,0,184,14,26,10
223,999,0,184,14,26,10
224,999,0,184,14,26,10
225,999,0,184,14,26,10
226,999,0,184,14,26,10
227,999,0,184,14,26,10
228,999,0,184,14,28,10
229,999,0,184,14,28,10
230,999,0,184,14,28,10
231,999,0,184,14,28,10
232,999,0,184,14,28,10
233,999,0,184,14,28,10
234,999,0,184,14,28,10
235,999,0,184,14,28,10
236,999,0,184,14,28,10
237,999,0,184,14,28,10
238,999,0,184,14,29,10
239,999,0,184,14,29,10
240,999,0,184,14,29,10
241,999,0,184,14,29,10
242,999,0,184,14,29,10
243,999,0,184,14,29,10
244,999,0,184,14,29,10
245,999,0,184,14,29,10
246,999,0,184,14,29,10
247,999,0,184,14,29,10
248,999,0,184,14,29,10
249,999,0,184,14,35,10
250,999,0,184,14,35,10
251,999,0,184,14,35,10
252,999,0,184,15,1,10
253,999,0,184,15,4,10
254,999,0,184,15,4,10
255,999,0,184,15,11,10
256,999,0,184,15,11,10
257,999,0,184,15,11,10
258,999,0,184,15,11,10
259,999,0,184,15,14,10
260,999,0,184,15,24,10
261,999,0,184,15,24,10
262,999,0,184,15,24,10
263,999,0,184,15,24,10
264,999,0,184,15,34,10
265,999,0,184,15,34,10
266,999,0,184,15,34,10
267,999,0,184,15,34,10
268,999,0,184,15,35,10
269,999,0,184,15,35,10
270,999,0,184,16,0,10
271,999,0,184,16,0,10
272,999,0,184,16,0,10
273,999,0,184,16,0,10
274,999,0,184,16,0,10
275,999,0,184,16,0,10
276,999,0,184,16,0,10
277,999,0,184,16,0,10
278,999,0,184,16,0,10
279,999,0,184,16,0,10
280,999,0,184,16,0,10
281,999,0,184,16,0,10
282,999,0,184,16,1,10
283,999,0,184,16,1,10
284,999,0,184,16,1,10
285,999,0,184,16,1,10
286,999,0,184,16,1,10
287,999,0,184,16,1,10
288,999,0,184,16,1,10
289,999,0,184,16,1,10
290,999,0,184,16,12,10
291,999,0,184,16,12,10
292,999,0,184,16,12,10
293,999,0,184,16,12,10
294,999,0,184,16,12,10
295,999,0,184,16,12,10
296,999,0,184,16,28,10
297,999,0,184,16,28,10
298,999,0,184,16,28,10
299,999,0,184,16,28,10
300,999,0,184,16,28,10
301,999,0,184,16,28,10
302,999,0,184,17,13,10
303,999,0,184,17,13,10
304,999,0,184,17,13,10
305,999,0,184,17,13,10
306,999,0,184,17,13,10
307,999,0,184,17,24,10
308,999,0,184,17,24,10
309,999,0,184,17,24,10
310,999,0,184,17,25,10
311,999,0,184,17,28,10
312,999,0,184,17,28,10
313,999,0,184,17,36,10
314,999,0,184,17,36,10
315,999,0,184,17,36,10
316,999,0,184,17,36,10
317,999,0,184,17,36,10
318,999,0,184,17,36,10
319,999,0,184,17,36,10
320,999,0,184,19,1,10
321,999,0,184,19,1,10
322,999,0,184,19,1,10
323,999,0,184,19,1,10
324,999,0,184,19,1,10
325,999,0,184,19,1,10
326,999,0,184,19,1,10
327,999,0,184,19,1,10
328,999,0,184,19,1,10
329,999,0,184,19,14,10
330,999,0,184,19,14,10
331,999,0,184,19,14,10
332,999,0,184,19,14,10
333,999,0,184,19,14,10
334,999,0,184,19,14,10
335,999,0,184,19,14,10
336,999,0,184,19,14,10
337,999,0,184,19,14,10
338,999,0,184,19,14,10
339,999,0,184,19,15,10
340,999,0,184,19,15,10
341,999,0,184,19,15,10
342,999,0,184,19,15,10
343,999,0,184,19,15,10
344,999,0,184,19,15,10
345,999,0,184,19,15,10
346,999,0,184,19,15,10
347,999,0,184,19,15,10
348,999,0,184,19,15,10
349,999,0,184,19,15,10
350,999,0,184,20,30,10
351,999,0,184,20,30,10
352,999,0,184,20,34,10
353,999,0,184,20,34,10
354,999,0,184,20,34,10
355,999,0,184,20,34,10
356,999,0,184,20,34,10
357,999,0,184,20,34,10
358,999,0,184,20,34,10
359,999,0,184,20,34,10
360,999,0,184,20,34,10
361,999,0,184,20,34,10
362,999,0,184,20,34,10
363,999,0,184,20,34,10
364,999,0,184,20,34,10
365,999,0,184,20,34,10
366,999,0,184,20,34,10
367,999,0,184,20,34,10
368,999,0,184,20,34,10
369,999,0,184,21,1,10
370,999,0,184,21,5,10
371,999,0,184,21,6,10
372,999,0,184,21,6,10
373,999,0,184,21,15,10
374,999,0,184,21,20,10
375,999,0,184,21,23,10
376,999,0,184,21,24,10
377,999,0,184,21,25,10
378,999,0,184,21,35,10
379,999,0,184,21,35,10
380,999,0,184,21,35,10
381,999,0,184,21,36,10
382,999,0,184,22,17,10
383,999,0,184,22,28,10
384,999,0,184,22,28,10
385,999,0,184,24,1,10
386,999,0,184,24,1,10
387,999,0,184,24,2,10
388,999,0,184,24,2,10
389,999,0,184,24,2,10
390,999,0,184,24,6,10
391,999,0,184,25,21,10
392,999,0,184,25,24,10
393,999,0,184,25,24,10
394,999,0,184,25,24,10
395,999,0,184,25,24,10
396,999,0,184,26,20,10
397,999,0,184,26,24,10
398,999,0,184,27,18,10
399,999,0,184,27,18,10
400,999,0,184,27,18,10
401,999,0,184,27,18,10
402,999,0,184,27,18,10
403,999,0,184,27,18,10
404,999,0,184,27,18,10
405,999,0,184,27,18,10
406,999,0,184,27,18,10
407,999,0,184,27,35,10
408,999,0,184,27,35,10
409,999,0,184,27,35,10
410,999,0,184,29,28,10
411,999,0,184,29,28,10
412,999,0,184,29,28,10
413,999,0,184,29,28,10
414,999,0,184,29,28,10
415,999,0,184,29,28,10
416,999,0,184,30,2,10
417,999,0,184,30,2,10
418,999,0,184,30,2,10
419,999,0,184,30,2,10
420,999,0,184,30,12,10
421,999,0,184,30,12,10
422,999,0,184,30,12,10
423,999,0,184,30,15,10
424,999,0,184,30,15,10
425,999,0,184,30,15,10
426,999,0,184,30,15,10
427,999,0,184,30,15,10
428,999,0,184,30,15,10
429,999,0,184,30,15,10
430,999,0,184,30,15,10
431,999,0,184,30,15,10
432,999,0,184,30,15,10
433,999,0,184,30,15,10
434,999,0,184,30,15,10
435,999,0,184,30,15,10
436,999,0,184,30,15,10
437,999,0,184,30,15,10
438,999,0,184,30,15,10
439,999,0,184,30,31,10
440,999,0,184,31,2,10
441,999,0,184,31,2,10
442,999,0,184,31,2,10
443,999,0,184,31,2,10
444,999,0,184,31,2,10
445,999,0,184,31,2,10
446,999,0,184,31,2,10
447,999,0,184,31,2,10
448,999,0,184,31,2,10
449,999,0,184,31,2,10
450,999,0,184,31,5,10
451,999,0,184,31,12,10
452,999,0,184,31,12,10
453,999,0,184,31,12,10
454,999,0,184,31,12,10
455,999,0,184,31,24,10
456,999,0,184,31,28,10
457,999,0,184,31,28,10
458,999,0,184,31,30,10
459,999,0,184,31,30,10
460,999,0,184,33,18,10
461,999,0,184,33,18,10
462,999,0,184,33,18,10
463,999,0,184,35,0,10
464,999,0,184,35,0,10
465,999,0,184,35,1,10
466,999,0,184,36,2,10
467,999,0,184,36,2,10
468,999,0,184,36,2,10
469,999,0,184,36,2,10
470,999,0,184,36,2,10
471,999,0,184,36,2,10
472,999,0,184,36,14,10
473,999,0,184,36,14,10
474,999,0,184,36,14,10
475,999,0,184,36,14,10
476,999,0,184,36,14,10
477,999,0,184,36,28,10
478,999,0,184,36,28,10
479,999,0,184,36,28,10
480,999,0,184,37,12,10
481,999,0,184,37,12,10
482,999,0,184,37,12,10
483,999,0,184,37,12,10
484,999,0,184,37,12,10
485,999,0,184,37,12,10
486,999,0,184,37,12,10
487,999,0,184,37,12,10
488,999,0,184,37,12,10
489,999,0,184,37,12,10
490,999,0,184,37,12,10
491,999,0,184,37,12,10
492,999,0,184,37,12,10
493,999,0,184,37,12,10
494,999,0,184,37,12,10
495,999,0,184,37,12,10
496,999,0,184,37,12,10
497,999,0,184,37,12,10
498,999,0,184,37,12,10
499,999,0,184,37,12,10
500,999,0,184,37,12,10
501,999,0,184,37,12,10
502,999,0,184,37,12,10
503,999,0,184,37,12,10
504,999,0,184,37,12,10
505,999,0,184,37,12,10
506,999,0,184,37,12,10
507,999,0,184,37,12,10
508,999,0,184,37,12,10
509,999,0,184,37,12,10
510,999,0,184,37,12,10
511,999,0,184,37,12,10
512,999,0,184,37,12,10
513,999,0,184,37,12,10
514,999,0,184,38,30,10
515,999,0,184,38,30,10
516,999,0,184,38,30,10
517,999,0,184,38,30,10
518,999,0,184,38,30,10
519,999,0,184,38,30,10
520,999,0,184,38,30,10
