ID,NAN,ED,LA,O,D,SL
253,999,0,184,30,62,10
254,999,0,184,30,62,10
255,999,0,184,39,1,10
256,999,0,184,30,64,10
257,999,0,184,8,39,10
258,999,0,184,8,39,10
259,999,0,184,8,39,10
260,999,0,184,7,62,10
261,999,0,184,7,62,10
262,999,0,184,7,62,10
263,999,0,184,17,39,10
264,999,0,184,17,39,10
265,999,0,184,64,39,10
266,999,0,184,64,39,10
267,999,0,184,52,29,10
268,999,0,184,41,62,10
269,999,0,184,41,62,10
270,999,0,184,41,62,10
271,999,0,184,41,62,10
272,999,0,184,64,52,10
273,999,0,184,0,64,10
274,999,0,184,65,64,10
275,999,0,184,39,38,10
276,999,0,184,38,39,10
277,999,0,184,65,29,10
278,999,0,184,29,38,10
