ID,NAN,ED,LA,O,D,SL
333,999,0,184,2,12,10
334,999,0,184,2,12,10
335,999,0,184,2,12,10
336,999,0,184,2,12,10
337,999,0,184,2,12,10
338,999,0,184,2,12,10
339,999,0,184,2,12,10
340,999,0,184,2,12,10
341,999,0,184,2,12,10
342,999,0,184,2,12,10
343,999,0,184,2,9,10
344,999,0,184,2,9,10
345,999,0,184,2,9,10
346,999,0,184,2,21,10
347,999,0,184,2,21,10
348,999,0,184,2,21,10
349,999,0,184,2,21,10
350,999,0,184,2,21,10
351,999,0,184,2,9,10
352,999,0,184,2,9,10
353,999,0,184,2,9,10
354,999,0,184,2,20,10
355,999,0,184,2,20,10
356,999,0,184,2,20,10
357,999,0,184,2,20,10
358,999,0,184,2,20,10
359,999,0,184,2,20,10
360,999,0,184,2,20,10
361,999,0,184,2,20,10
362,999,0,184,2,20,10
363,999,0,184,2,20,10
364,999,0,184,2,20,10
365,999,0,184,2,20,10
366,999,0,184,2,20,10
367,999,0,184,2,20,10
368,999,0,184,2,20,10
369,999,0,184,2,20,10
370,999,0,184,2,20,10
371,999,0,184,2,20,10
372,999,0,184,2,20,10
373,999,0,184,2,20,10
374,999,0,184,2,20,10
375,999,0,184,2,20,10
376,999,0,184,2,20,10
377,999,0,184,2,8,10
378,999,0,184,2,8,10
379,999,0,184,2,8,10
380,999,0,184,2,8,10
381,999,0,184,2,8,10
382,999,0,184,2,8,10
383,999,0,184,2,8,10
384,999,0,184,2,8,10
385,999,0,184,2,8,10
386,999,0,184,2,8,10
387,999,0,184,2,8,10
388,999,0,184,2,8,10
389,999,0,184,2,8,10
390,999,0,184,2,8,10
391,999,0,184,2,17,10
392,999,0,184,2,17,10
393,999,0,184,2,17,10
394,999,0,184,2,17,10
395,999,0,184,2,17,10
396,999,0,184,2,1,10
397,999,0,184,2,1,10
398,999,0,184,2,1,10
399,999,0,184,2,1,10
400,999,0,184,2,1,10
401,999,0,184,2,1,10
402,999,0,184,0,15,10
403,999,0,184,0,15,10
404,999,0,184,14,19,10
405,999,0,184,14,19,10
406,999,0,184,14,17,10
407,999,0,184,14,17,10
408,999,0,184,14,5,10
409,999,0,184,14,5,10
410,999,0,184,14,5,10
411,999,0,184,14,5,10
412,999,0,184,0,13,10
413,999,0,184,0,13,10
414,999,0,184,0,13,10
415,999,0,184,0,13,10
416,999,0,184,0,13,10
417,999,0,184,0,13,10
418,999,0,184,0,13,10
419,999,0,184,0,13,10
420,999,0,184,0,13,10
421,999,0,184,0,13,10
422,999,0,184,0,13,10
423,999,0,184,0,13,10
424,999,0,184,0,12,10
425,999,0,184,0,12,10
426,999,0,184,0,12,10
427,999,0,184,0,12,10
428,999,0,184,0,12,10
429,999,0,184,0,12,10
430,999,0,184,0,4,10
431,999,0,184,0,4,10
432,999,0,184,0,4,10
433,999,0,184,0,4,10
434,999,0,184,0,4,10
435,999,0,184,0,4,10
436,999,0,184,0,4,10
437,999,0,184,0,4,10
438,999,0,184,0,4,10
439,999,0,184,0,4,10
440,999,0,184,0,6,10
441,999,0,184,0,6,10
442,999,0,184,0,6,10
443,999,0,184,0,6,10
444,999,0,184,0,6,10
445,999,0,184,0,6,10
446,999,0,184,0,6,10
447,999,0,184,0,6,10
448,999,0,184,0,17,10
449,999,0,184,0,17,10
450,999,0,184,0,17,10
451,999,0,184,0,17,10
452,999,0,184,0,17,10
453,999,0,184,0,17,10
454,999,0,184,0,17,10
455,999,0,184,0,17,10
456,999,0,184,0,17,10
457,999,0,184,0,17,10
458,999,0,184,0,17,10
459,999,0,184,0,17,10
460,999,0,184,0,17,10
461,999,0,184,0,17,10
462,999,0,184,0,17,10
463,999,0,184,0,17,10
464,999,0,184,0,17,10
465,999,0,184,0,17,10
466,999,0,184,0,17,10
467,999,0,184,0,0,10
468,999,0,184,0,9,10
469,999,0,184,0,9,10
470,999,0,184,0,9,10
471,999,0,184,0,1,10
472,999,0,184,0,1,10
473,999,0,184,0,1,10
474,999,0,184,0,1,10
475,999,0,184,0,1,10
476,999,0,184,0,1,10
477,999,0,184,0,1,10
478,999,0,184,8,14,10
479,999,0,184,8,14,10
480,999,0,184,8,14,10
481,999,0,184,8,14,10
482,999,0,184,8,14,10
483,999,0,184,8,14,10
484,999,0,184,8,14,10
485,999,0,184,8,14,10
486,999,0,184,8,14,10
487,999,0,184,8,14,10
488,999,0,184,8,14,10
489,999,0,184,8,14,10
490,999,0,184,8,14,10
491,999,0,184,8,14,10
492,999,0,184,8,14,10
493,999,0,184,8,14,10
494,999,0,184,8,14,10
495,999,0,184,12,17,10
496,999,0,184,12,10,10
497,999,0,184,12,10,10
498,999,0,184,12,10,10
499,999,0,184,12,10,10
500,999,0,184,12,10,10
501,999,0,184,12,10,10
502,999,0,184,12,10,10
503,999,0,184,12,10,10
504,999,0,184,12,10,10
505,999,0,184,12,10,10
506,999,0,184,12,10,10
507,999,0,184,12,10,10
508,999,0,184,12,10,10
509,999,0,184,12,10,10
510,999,0,184,12,10,10
511,999,0,184,12,10,10
512,999,0,184,12,10,10
513,999,0,184,15,21,10
514,999,0,184,15,21,10
515,999,0,184,15,21,10
516,999,0,184,15,9,10
517,999,0,184,12,20,10
518,999,0,184,12,20,10
519,999,0,184,12,12,10
520,999,0,184,4,19,10
521,999,0,184,4,14,10
522,999,0,184,4,14,10
523,999,0,184,4,14,10
524,999,0,184,4,14,10
525,999,0,184,4,9,10
526,999,0,184,4,21,10
527,999,0,184,4,9,10
528,999,0,184,4,11,10
529,999,0,184,4,11,10
530,999,0,184,4,11,10
531,999,0,184,4,11,10
532,999,0,184,4,20,10
533,999,0,184,4,20,10
534,999,0,184,4,20,10
535,999,0,184,4,14,10
536,999,0,184,4,14,10
537,999,0,184,4,9,10
538,999,0,184,1,5,10
539,999,0,184,5,12,10
540,999,0,184,0,0,10
541,999,0,184,0,20,10
542,999,0,184,0,20,10
543,999,0,184,21,19,10
544,999,0,184,21,19,10
545,999,0,184,21,6,10
546,999,0,184,21,6,10
547,999,0,184,21,6,10
548,999,0,184,21,11,10
549,999,0,184,21,20,10
550,999,0,184,9,1,10
551,999,0,184,9,1,10
552,999,0,184,9,1,10
553,999,0,184,9,1,10
554,999,0,184,9,1,10
555,999,0,184,9,1,10
556,999,0,184,9,1,10
557,999,0,184,9,14,10
558,999,0,184,9,14,10
559,999,0,184,9,14,10
560,999,0,184,9,14,10
561,999,0,184,9,3,10
562,999,0,184,9,3,10
563,999,0,184,9,3,10
564,999,0,184,9,3,10
565,999,0,184,9,3,10
566,999,0,184,9,3,10
567,999,0,184,9,3,10
568,999,0,184,9,3,10
569,999,0,184,9,3,10
570,999,0,184,11,16,10
571,999,0,184,11,16,10
572,999,0,184,11,16,10
573,999,0,184,11,21,10
574,999,0,184,11,14,10
575,999,0,184,11,14,10
576,999,0,184,11,14,10
577,999,0,184,11,14,10
578,999,0,184,11,1,10
579,999,0,184,11,1,10
580,999,0,184,11,1,10
581,999,0,184,18,8,10
582,999,0,184,18,8,10
583,999,0,184,18,8,10
584,999,0,184,18,8,10
585,999,0,184,18,8,10
586,999,0,184,18,8,10
587,999,0,184,18,8,10
588,999,0,184,18,8,10
589,999,0,184,18,8,10
590,999,0,184,18,3,10
591,999,0,184,2,2,10
592,999,0,184,2,2,10
593,999,0,184,2,2,10
594,999,0,184,2,2,10
595,999,0,184,2,2,10
596,999,0,184,2,2,10
597,999,0,184,2,2,10
598,999,0,184,2,2,10
599,999,0,184,2,2,10
600,999,0,184,2,2,10
601,999,0,184,2,19,10
602,999,0,184,2,19,10
603,999,0,184,2,19,10
604,999,0,184,2,19,10
605,999,0,184,2,21,10
606,999,0,184,2,21,10
607,999,0,184,2,21,10
608,999,0,184,2,21,10
609,999,0,184,2,21,10
610,999,0,184,2,21,10
611,999,0,184,2,21,10
612,999,0,184,2,21,10
613,999,0,184,2,21,10
614,999,0,184,2,21,10
615,999,0,184,2,20,10
616,999,0,184,2,20,10
617,999,0,184,2,20,10
618,999,0,184,2,20,10
619,999,0,184,2,20,10
620,999,0,184,2,20,10
621,999,0,184,8,14,10
622,999,0,184,8,14,10
623,999,0,184,8,14,10
624,999,0,184,12,14,10
625,999,0,184,12,14,10
626,999,0,184,12,14,10
627,999,0,184,12,14,10
628,999,0,184,12,14,10
629,999,0,184,12,13,10
630,999,0,184,12,13,10
631,999,0,184,12,13,10
632,999,0,184,12,13,10
633,999,0,184,12,13,10
634,999,0,184,12,13,10
635,999,0,184,12,21,10
636,999,0,184,12,8,10
637,999,0,184,12,8,10
638,999,0,184,12,8,10
639,999,0,184,12,8,10
640,999,0,184,12,8,10
641,999,0,184,12,8,10
642,999,0,184,12,8,10
643,999,0,184,12,8,10
644,999,0,184,5,19,10
645,999,0,184,5,19,10
646,999,0,184,5,19,10
647,999,0,184,5,21,10
648,999,0,184,5,12,10
649,999,0,184,3,6,10
650,999,0,184,3,6,10
651,999,0,184,3,6,10
652,999,0,184,3,6,10
653,999,0,184,3,6,10
654,999,0,184,3,6,10
655,999,0,184,17,13,10
656,999,0,184,17,13,10
657,999,0,184,17,13,10
658,999,0,184,17,13,10
659,999,0,184,17,13,10
660,999,0,184,17,13,10
661,999,0,184,17,13,10
662,999,0,184,17,13,10
663,999,0,184,17,13,10
664,999,0,184,17,13,10
665,999,0,184,17,2,10
666,999,0,184,17,2,10
667,999,0,184,17,2,10
668,999,0,184,17,2,10
669,999,0,184,17,2,10
670,999,0,184,17,12,10
671,999,0,184,17,21,10
672,999,0,184,17,18,10
673,999,0,184,17,18,10
674,999,0,184,18,14,10
675,999,0,184,18,14,10
676,999,0,184,18,14,10
677,999,0,184,18,6,10
678,999,0,184,18,6,10
679,999,0,184,18,6,10
680,999,0,184,18,6,10
681,999,0,184,18,6,10
682,999,0,184,18,6,10
683,999,0,184,18,13,10
684,999,0,184,18,13,10
685,999,0,184,18,13,10
686,999,0,184,18,13,10
687,999,0,184,18,12,10
688,999,0,184,18,21,10
689,999,0,184,18,21,10
690,999,0,184,18,21,10
691,999,0,184,18,21,10
692,999,0,184,18,5,10
693,999,0,184,18,17,10
694,999,0,184,10,6,10
695,999,0,184,10,6,10
696,999,0,184,10,6,10
697,999,0,184,5,19,10
698,999,0,184,5,18,10
699,999,0,184,5,18,10
700,999,0,184,5,18,10
701,999,0,184,5,18,10
702,999,0,184,6,11,10
703,999,0,184,6,11,10
704,999,0,184,1,14,10
705,999,0,184,1,17,10
706,999,0,184,1,17,10
707,999,0,184,1,17,10
708,999,0,184,1,17,10
709,999,0,184,1,17,10
710,999,0,184,1,21,10
711,999,0,184,1,18,10
712,999,0,184,12,12,10
713,999,0,184,1,6,10
714,999,0,184,1,13,10
715,999,0,184,1,13,10
716,999,0,184,1,13,10
717,999,0,184,1,13,10
718,999,0,184,1,13,10
719,999,0,184,1,13,10
720,999,0,184,1,14,10
721,999,0,184,1,14,10
722,999,0,184,1,14,10
723,999,0,184,1,17,10
724,999,0,184,1,17,10
725,999,0,184,1,17,10
726,999,0,184,1,17,10
727,999,0,184,1,21,10
728,999,0,184,1,21,10
729,999,0,184,1,18,10
730,999,0,184,1,18,10
731,999,0,184,1,18,10
732,999,0,184,3,1,10
733,999,0,184,3,1,10
734,999,0,184,3,1,10
735,999,0,184,3,1,10
736,999,0,184,3,1,10
737,999,0,184,3,17,10
738,999,0,184,3,17,10
739,999,0,184,3,17,10
740,999,0,184,3,17,10
741,999,0,184,3,17,10
742,999,0,184,3,17,10
743,999,0,184,3,17,10
