ID,NAN,ED,LA,O,D,SL
151,999,0,184,26,9,10
152,999,0,184,26,15,10
153,999,0,184,26,15,10
154,999,0,184,26,15,10
155,999,0,184,26,15,10
156,999,0,184,26,28,10
157,999,0,184,26,28,10
158,999,0,184,26,28,10
159,999,0,184,26,28,10
160,999,0,184,26,17,10
161,999,0,184,26,17,10
162,999,0,184,26,17,10
163,999,0,184,19,18,10
164,999,0,184,19,17,10
165,999,0,184,19,20,10
166,999,0,184,19,13,10
167,999,0,184,19,13,10
168,999,0,184,19,13,10
169,999,0,184,19,10,10
170,999,0,184,19,10,10
171,999,0,184,19,10,10
172,999,0,184,19,0,10
173,999,0,184,19,2,10
174,999,0,184,19,2,10
175,999,0,184,19,2,10
176,999,0,184,19,2,10
177,999,0,184,19,2,10
178,999,0,184,19,2,10
179,999,0,184,19,5,10
180,999,0,184,19,5,10
181,999,0,184,19,5,10
182,999,0,184,19,5,10
183,999,0,184,19,5,10
184,999,0,184,19,10,10
185,999,0,184,5,17,10
186,999,0,184,5,5,10
187,999,0,184,5,5,10
188,999,0,184,20,18,10
189,999,0,184,20,13,10
190,999,0,184,20,13,10
191,999,0,184,20,13,10
192,999,0,184,20,13,10
193,999,0,184,20,13,10
194,999,0,184,20,13,10
195,999,0,184,20,13,10
196,999,0,184,20,30,10
197,999,0,184,20,30,10
198,999,0,184,20,30,10
199,999,0,184,20,30,10
200,999,0,184,20,30,10
201,999,0,184,20,30,10
202,999,0,184,20,30,10
203,999,0,184,20,30,10
204,999,0,184,20,31,10
205,999,0,184,20,31,10
206,999,0,184,20,31,10
207,999,0,184,20,31,10
208,999,0,184,20,31,10
209,999,0,184,20,31,10
210,999,0,184,20,7,10
211,999,0,184,15,1,10
212,999,0,184,15,1,10
213,999,0,184,15,1,10
214,999,0,184,15,1,10
215,999,0,184,15,1,10
216,999,0,184,15,1,10
217,999,0,184,15,1,10
218,999,0,184,15,1,10
219,999,0,184,15,5,10
220,999,0,184,15,18,10
221,999,0,184,15,13,10
222,999,0,184,15,13,10
223,999,0,184,15,13,10
224,999,0,184,15,13,10
225,999,0,184,15,31,10
226,999,0,184,15,31,10
227,999,0,184,15,31,10
228,999,0,184,15,31,10
229,999,0,184,15,31,10
230,999,0,184,15,31,10
231,999,0,184,15,31,10
232,999,0,184,15,31,10
233,999,0,184,15,31,10
234,999,0,184,15,31,10
235,999,0,184,15,14,10
236,999,0,184,15,14,10
237,999,0,184,15,14,10
238,999,0,184,15,14,10
239,999,0,184,15,16,10
240,999,0,184,15,16,10
241,999,0,184,15,16,10
242,999,0,184,15,16,10
243,999,0,184,15,16,10
244,999,0,184,15,7,10
245,999,0,184,15,7,10
246,999,0,184,15,7,10
247,999,0,184,15,7,10
248,999,0,184,15,7,10
249,999,0,184,15,7,10
250,999,0,184,15,7,10
251,999,0,184,18,1,10
252,999,0,184,18,1,10
253,999,0,184,18,1,10
254,999,0,184,18,11,10
255,999,0,184,18,11,10
256,999,0,184,18,11,10
257,999,0,184,18,11,10
258,999,0,184,18,11,10
259,999,0,184,18,11,10
260,999,0,184,18,11,10
261,999,0,184,18,11,10
262,999,0,184,18,11,10
263,999,0,184,18,11,10
264,999,0,184,18,9,10
265,999,0,184,18,9,10
266,999,0,184,18,9,10
267,999,0,184,18,13,10
268,999,0,184,18,13,10
269,999,0,184,18,10,10
270,999,0,184,18,10,10
271,999,0,184,18,10,10
272,999,0,184,18,10,10
273,999,0,184,18,10,10
274,999,0,184,18,10,10
275,999,0,184,18,15,10
276,999,0,184,18,15,10
277,999,0,184,18,15,10
278,999,0,184,18,15,10
279,999,0,184,18,15,10
280,999,0,184,18,15,10
281,999,0,184,18,15,10
282,999,0,184,18,15,10
283,999,0,184,18,15,10
284,999,0,184,18,15,10
285,999,0,184,18,15,10
286,999,0,184,18,15,10
287,999,0,184,18,13,10
288,999,0,184,18,13,10
289,999,0,184,18,13,10
290,999,0,184,18,13,10
291,999,0,184,18,13,10
292,999,0,184,18,13,10
293,999,0,184,18,13,10
294,999,0,184,18,13,10
295,999,0,184,18,13,10
296,999,0,184,18,13,10
297,999,0,184,18,13,10
298,999,0,184,18,13,10
299,999,0,184,18,13,10
300,999,0,184,18,30,10
301,999,0,184,18,30,10
302,999,0,184,18,30,10
303,999,0,184,18,30,10
304,999,0,184,18,31,10
305,999,0,184,18,31,10
306,999,0,184,18,23,10
307,999,0,184,18,23,10
308,999,0,184,18,23,10
309,999,0,184,18,23,10
310,999,0,184,18,23,10
311,999,0,184,18,23,10
312,999,0,184,18,23,10
313,999,0,184,13,18,10
314,999,0,184,13,20,10
315,999,0,184,13,20,10
316,999,0,184,13,20,10
317,999,0,184,13,20,10
318,999,0,184,17,15,10
319,999,0,184,17,19,10
320,999,0,184,17,19,10
321,999,0,184,17,5,10
322,999,0,184,17,20,10
323,999,0,184,17,20,10
324,999,0,184,17,20,10
325,999,0,184,17,15,10
326,999,0,184,17,18,10
327,999,0,184,17,13,10
328,999,0,184,17,19,10
329,999,0,184,17,19,10
330,999,0,184,17,19,10
331,999,0,184,17,13,10
332,999,0,184,17,13,10
333,999,0,184,17,13,10
334,999,0,184,17,13,10
335,999,0,184,17,13,10
336,999,0,184,17,13,10
337,999,0,184,17,13,10
338,999,0,184,17,13,10
339,999,0,184,17,13,10
340,999,0,184,17,13,10
341,999,0,184,17,13,10
342,999,0,184,17,13,10
343,999,0,184,17,2,10
344,999,0,184,17,2,10
345,999,0,184,17,2,10
346,999,0,184,17,15,10
347,999,0,184,17,15,10
348,999,0,184,17,15,10
349,999,0,184,17,15,10
350,999,0,184,17,15,10
351,999,0,184,17,9,10
352,999,0,184,17,9,10
353,999,0,184,17,9,10
354,999,0,184,17,30,10
355,999,0,184,17,30,10
356,999,0,184,17,30,10
357,999,0,184,17,30,10
358,999,0,184,17,30,10
359,999,0,184,17,30,10
360,999,0,184,17,30,10
361,999,0,184,17,30,10
362,999,0,184,17,30,10
363,999,0,184,17,30,10
364,999,0,184,17,30,10
365,999,0,184,17,30,10
366,999,0,184,17,30,10
367,999,0,184,17,30,10
368,999,0,184,17,30,10
369,999,0,184,17,30,10
370,999,0,184,17,30,10
371,999,0,184,17,30,10
372,999,0,184,17,30,10
373,999,0,184,17,30,10
374,999,0,184,17,30,10
375,999,0,184,17,30,10
376,999,0,184,17,30,10
377,999,0,184,17,28,10
378,999,0,184,17,28,10
379,999,0,184,17,28,10
380,999,0,184,17,28,10
381,999,0,184,17,28,10
382,999,0,184,17,28,10
383,999,0,184,17,28,10
384,999,0,184,17,28,10
385,999,0,184,17,28,10
386,999,0,184,17,28,10
387,999,0,184,17,28,10
388,999,0,184,17,28,10
389,999,0,184,17,28,10
390,999,0,184,17,28,10
391,999,0,184,17,23,10
392,999,0,184,17,23,10
393,999,0,184,17,23,10
394,999,0,184,17,23,10
395,999,0,184,17,23,10
396,999,0,184,17,7,10
397,999,0,184,17,7,10
398,999,0,184,17,7,10
399,999,0,184,17,7,10
400,999,0,184,17,7,10
401,999,0,184,17,7,10
402,999,0,184,19,28,10
403,999,0,184,19,28,10
404,999,0,184,20,1,10
405,999,0,184,20,1,10
406,999,0,184,20,15,10
407,999,0,184,20,15,10
408,999,0,184,20,10,10
409,999,0,184,20,10,10
410,999,0,184,20,14,10
411,999,0,184,20,14,10
412,999,0,184,21,20,10
413,999,0,184,21,20,10
414,999,0,184,21,20,10
415,999,0,184,21,20,10
416,999,0,184,21,20,10
417,999,0,184,21,20,10
418,999,0,184,21,20,10
419,999,0,184,21,20,10
420,999,0,184,21,20,10
421,999,0,184,21,20,10
422,999,0,184,21,20,10
423,999,0,184,21,20,10
424,999,0,184,21,13,10
425,999,0,184,21,13,10
426,999,0,184,21,13,10
427,999,0,184,21,13,10
428,999,0,184,21,13,10
429,999,0,184,21,13,10
430,999,0,184,21,22,10
431,999,0,184,21,22,10
432,999,0,184,21,22,10
433,999,0,184,21,22,10
434,999,0,184,21,22,10
435,999,0,184,21,22,10
436,999,0,184,21,22,10
437,999,0,184,21,22,10
438,999,0,184,21,22,10
439,999,0,184,21,22,10
440,999,0,184,0,15,10
441,999,0,184,0,15,10
442,999,0,184,0,15,10
443,999,0,184,0,15,10
444,999,0,184,0,15,10
445,999,0,184,0,15,10
446,999,0,184,0,15,10
447,999,0,184,0,15,10
448,999,0,184,0,15,10
449,999,0,184,0,15,10
450,999,0,184,0,15,10
451,999,0,184,0,15,10
452,999,0,184,0,15,10
453,999,0,184,0,15,10
454,999,0,184,0,15,10
455,999,0,184,0,15,10
456,999,0,184,0,15,10
457,999,0,184,0,15,10
458,999,0,184,0,15,10
459,999,0,184,0,15,10
460,999,0,184,0,15,10
461,999,0,184,0,15,10
462,999,0,184,0,15,10
463,999,0,184,0,15,10
464,999,0,184,0,15,10
465,999,0,184,0,15,10
466,999,0,184,0,15,10
467,999,0,184,0,2,10
468,999,0,184,0,9,10
469,999,0,184,0,9,10
470,999,0,184,0,9,10
471,999,0,184,0,7,10
472,999,0,184,0,7,10
473,999,0,184,0,7,10
474,999,0,184,0,7,10
475,999,0,184,0,7,10
476,999,0,184,0,7,10
477,999,0,184,0,7,10
478,999,0,184,7,18,10
479,999,0,184,7,18,10
480,999,0,184,7,18,10
481,999,0,184,7,18,10
482,999,0,184,7,18,10
483,999,0,184,7,18,10
484,999,0,184,7,20,10
485,999,0,184,7,20,10
486,999,0,184,7,20,10
487,999,0,184,7,20,10
488,999,0,184,7,20,10
489,999,0,184,7,20,10
490,999,0,184,7,20,10
491,999,0,184,7,20,10
492,999,0,184,7,20,10
493,999,0,184,7,20,10
494,999,0,184,7,20,10
495,999,0,184,13,23,10
496,999,0,184,13,7,10
497,999,0,184,13,7,10
498,999,0,184,13,7,10
499,999,0,184,13,7,10
500,999,0,184,13,7,10
501,999,0,184,13,7,10
502,999,0,184,13,7,10
503,999,0,184,13,7,10
504,999,0,184,13,7,10
505,999,0,184,13,7,10
506,999,0,184,13,7,10
507,999,0,184,13,7,10
508,999,0,184,13,7,10
509,999,0,184,13,7,10
510,999,0,184,13,7,10
511,999,0,184,13,7,10
512,999,0,184,13,7,10
513,999,0,184,24,15,10
514,999,0,184,19,15,10
515,999,0,184,19,15,10
516,999,0,184,19,27,10
517,999,0,184,8,30,10
518,999,0,184,8,30,10
519,999,0,184,8,17,10
520,999,0,184,26,1,10
521,999,0,184,26,18,10
522,999,0,184,26,18,10
523,999,0,184,26,18,10
524,999,0,184,26,18,10
525,999,0,184,26,2,10
526,999,0,184,26,15,10
527,999,0,184,26,9,10
528,999,0,184,26,13,10
529,999,0,184,26,13,10
530,999,0,184,26,13,10
531,999,0,184,26,13,10
532,999,0,184,26,30,10
533,999,0,184,26,30,10
534,999,0,184,26,30,10
535,999,0,184,22,20,10
536,999,0,184,22,20,10
537,999,0,184,22,27,10
538,999,0,184,6,10,10
539,999,0,184,10,13,10
540,999,0,184,2,0,10
541,999,0,184,2,30,10
542,999,0,184,2,30,10
543,999,0,184,15,1,10
544,999,0,184,15,1,10
545,999,0,184,15,19,10
546,999,0,184,15,19,10
547,999,0,184,15,19,10
548,999,0,184,15,13,10
549,999,0,184,15,30,10
550,999,0,184,27,7,10
551,999,0,184,27,7,10
552,999,0,184,27,7,10
553,999,0,184,27,7,10
554,999,0,184,27,7,10
555,999,0,184,27,7,10
556,999,0,184,27,7,10
557,999,0,184,9,20,10
558,999,0,184,9,20,10
559,999,0,184,9,20,10
560,999,0,184,9,20,10
561,999,0,184,9,21,10
562,999,0,184,9,21,10
563,999,0,184,9,21,10
564,999,0,184,9,21,10
565,999,0,184,9,21,10
566,999,0,184,9,21,10
567,999,0,184,9,21,10
568,999,0,184,9,21,10
569,999,0,184,9,21,10
570,999,0,184,28,29,10
571,999,0,184,28,29,10
572,999,0,184,28,29,10
573,999,0,184,28,15,10
574,999,0,184,13,20,10
575,999,0,184,13,20,10
576,999,0,184,13,20,10
577,999,0,184,13,20,10
578,999,0,184,13,7,10
579,999,0,184,13,7,10
580,999,0,184,13,7,10
581,999,0,184,21,0,10
582,999,0,184,21,0,10
583,999,0,184,21,0,10
584,999,0,184,21,0,10
585,999,0,184,21,0,10
586,999,0,184,21,0,10
587,999,0,184,21,0,10
588,999,0,184,21,0,10
589,999,0,184,21,0,10
590,999,0,184,21,21,10
591,999,0,184,10,11,10
592,999,0,184,10,11,10
593,999,0,184,10,11,10
594,999,0,184,10,11,10
595,999,0,184,10,11,10
596,999,0,184,10,11,10
597,999,0,184,10,11,10
598,999,0,184,10,11,10
599,999,0,184,10,11,10
600,999,0,184,10,11,10
601,999,0,184,10,1,10
602,999,0,184,10,1,10
603,999,0,184,10,1,10
604,999,0,184,10,1,10
605,999,0,184,10,15,10
606,999,0,184,10,15,10
607,999,0,184,10,15,10
608,999,0,184,10,15,10
609,999,0,184,10,15,10
610,999,0,184,10,15,10
611,999,0,184,10,15,10
612,999,0,184,10,15,10
613,999,0,184,10,15,10
614,999,0,184,10,15,10
615,999,0,184,10,30,10
616,999,0,184,10,30,10
617,999,0,184,10,30,10
618,999,0,184,10,30,10
619,999,0,184,10,30,10
620,999,0,184,10,30,10
621,999,0,184,28,18,10
622,999,0,184,28,18,10
623,999,0,184,28,18,10
624,999,0,184,2,11,10
625,999,0,184,2,11,10
626,999,0,184,2,11,10
627,999,0,184,2,11,10
628,999,0,184,2,11,10
629,999,0,184,2,5,10
630,999,0,184,2,5,10
631,999,0,184,2,5,10
632,999,0,184,2,5,10
633,999,0,184,2,5,10
634,999,0,184,2,5,10
635,999,0,184,2,15,10
636,999,0,184,2,0,10
637,999,0,184,2,0,10
638,999,0,184,2,0,10
639,999,0,184,2,0,10
640,999,0,184,2,0,10
641,999,0,184,2,0,10
642,999,0,184,2,0,10
643,999,0,184,2,0,10
644,999,0,184,31,1,10
645,999,0,184,31,1,10
646,999,0,184,31,1,10
647,999,0,184,31,15,10
648,999,0,184,31,17,10
649,999,0,184,0,10,10
650,999,0,184,0,10,10
651,999,0,184,0,10,10
652,999,0,184,0,10,10
653,999,0,184,0,10,10
654,999,0,184,0,10,10
655,999,0,184,23,5,10
656,999,0,184,23,5,10
657,999,0,184,23,5,10
658,999,0,184,23,5,10
659,999,0,184,23,20,10
660,999,0,184,23,20,10
661,999,0,184,23,20,10
662,999,0,184,23,20,10
663,999,0,184,23,20,10
664,999,0,184,23,20,10
665,999,0,184,23,13,10
666,999,0,184,23,13,10
667,999,0,184,23,13,10
668,999,0,184,23,13,10
669,999,0,184,23,13,10
670,999,0,184,23,13,10
671,999,0,184,23,15,10
672,999,0,184,23,5,10
673,999,0,184,23,5,10
674,999,0,184,5,11,10
675,999,0,184,5,11,10
676,999,0,184,5,11,10
677,999,0,184,5,19,10
678,999,0,184,5,19,10
679,999,0,184,5,19,10
680,999,0,184,5,19,10
681,999,0,184,5,19,10
682,999,0,184,5,19,10
683,999,0,184,5,20,10
684,999,0,184,5,20,10
685,999,0,184,5,20,10
686,999,0,184,5,20,10
687,999,0,184,5,13,10
688,999,0,184,5,15,10
689,999,0,184,5,15,10
690,999,0,184,5,15,10
691,999,0,184,5,15,10
692,999,0,184,5,31,10
693,999,0,184,5,23,10
694,999,0,184,22,10,10
695,999,0,184,22,10,10
696,999,0,184,22,10,10
697,999,0,184,14,1,10
698,999,0,184,14,21,10
699,999,0,184,14,21,10
700,999,0,184,14,21,10
701,999,0,184,14,21,10
702,999,0,184,10,8,10
703,999,0,184,10,8,10
704,999,0,184,16,18,10
705,999,0,184,16,9,10
706,999,0,184,16,9,10
707,999,0,184,16,9,10
708,999,0,184,16,9,10
709,999,0,184,16,9,10
710,999,0,184,16,15,10
711,999,0,184,16,5,10
712,999,0,184,17,8,10
713,999,0,184,7,19,10
714,999,0,184,7,5,10
715,999,0,184,7,5,10
716,999,0,184,7,5,10
717,999,0,184,7,5,10
718,999,0,184,7,5,10
719,999,0,184,7,5,10
720,999,0,184,7,18,10
721,999,0,184,7,18,10
722,999,0,184,7,20,10
723,999,0,184,7,9,10
724,999,0,184,7,9,10
725,999,0,184,7,9,10
726,999,0,184,7,9,10
727,999,0,184,7,15,10
728,999,0,184,7,15,10
729,999,0,184,7,5,10
730,999,0,184,7,5,10
731,999,0,184,7,5,10
732,999,0,184,21,7,10
733,999,0,184,21,7,10
734,999,0,184,21,7,10
735,999,0,184,21,7,10
736,999,0,184,21,7,10
737,999,0,184,24,23,10
738,999,0,184,24,23,10
739,999,0,184,24,23,10
740,999,0,184,24,23,10
741,999,0,184,24,23,10
742,999,0,184,24,23,10
743,999,0,184,24,23,10
