r,d,t1,t2,s1,s2,n1,n2
657,5,31,32,21,21,1199,1237
657,5,32,33,21,21,1237,1275
657,5,33,34,21,21,1275,1313
657,2,34,38,21,22,1313,1466
666,4,4,8,29,18,181,322
666,4,8,10,18,25,322,405
666,4,10,12,25,15,405,471
666,4,12,15,15,14,471,584
666,5,15,16,14,14,584,622
666,5,16,17,14,14,622,660
666,0,17,22,14,27,660,863
677,2,9,13,31,30,373,524
677,2,13,15,30,16,524,586
677,2,15,18,16,35,586,719
677,2,18,22,35,33,719,869
677,2,22,25,33,34,869,984
677,2,25,30,34,20,984,1160
677,2,30,34,20,21,1160,1313
677,2,34,38,21,22,1313,1466
678,2,9,13,31,30,373,524
678,2,13,15,30,16,524,586
678,2,15,18,16,35,586,719
678,2,18,22,35,33,719,869
678,2,22,25,33,34,869,984
678,2,25,30,34,20,984,1160
678,2,30,34,20,21,1160,1313
678,2,34,38,21,22,1313,1466
679,2,9,13,31,30,373,524
679,2,13,15,30,16,524,586
679,2,15,18,16,35,586,719
679,2,18,22,35,33,719,869
679,2,22,25,33,34,869,984
679,2,25,30,34,20,984,1160
679,2,30,34,20,21,1160,1313
679,2,34,38,21,22,1313,1466
680,2,9,13,31,30,373,524
680,2,13,15,30,16,524,586
680,2,15,18,16,35,586,719
680,2,18,22,35,33,719,869
680,2,22,25,33,34,869,984
680,2,25,30,34,20,984,1160
680,2,30,34,20,21,1160,1313
680,2,34,38,21,22,1313,1466
687,4,44,51,31,32,1703,1970
687,4,51,55,32,23,1970,2113
689,4,44,51,31,32,1703,1970
690,4,44,51,31,32,1703,1970
705,3,46,50,32,23,1780,1923
712,2,22,25,33,34,869,984
712,2,25,30,34,20,984,1160
712,2,30,34,20,21,1160,1313
712,5,34,35,21,21,1313,1351
712,5,35,36,21,21,1351,1389
712,5,36,37,21,21,1389,1427
712,5,37,38,21,21,1427,1465
712,5,38,39,21,21,1465,1503
712,5,39,40,21,21,1503,1541
712,5,40,41,21,21,1541,1579
712,5,41,42,21,21,1579,1617
712,2,42,47,21,19,1617,1805
712,2,47,50,19,37,1805,1937
712,2,50,55,37,14,1937,2104
730,4,20,23,37,19,797,893
730,4,23,28,19,21,893,1085
730,5,28,29,21,21,1085,1123
730,5,29,30,21,21,1123,1161
730,5,30,31,21,21,1161,1199
730,5,31,32,21,21,1199,1237
730,5,32,33,21,21,1237,1275
730,5,33,34,21,21,1275,1313
730,2,34,38,21,22,1313,1466
731,4,20,23,37,19,797,893
731,4,23,28,19,21,893,1085
731,5,28,29,21,21,1085,1123
731,5,29,30,21,21,1123,1161
731,5,30,31,21,21,1161,1199
731,5,31,32,21,21,1199,1237
731,5,32,33,21,21,1237,1275
731,5,33,34,21,21,1275,1313
731,2,34,38,21,22,1313,1466
733,4,20,23,37,19,797,893
733,4,23,28,19,21,893,1085
733,5,28,29,21,21,1085,1123
733,5,29,30,21,21,1123,1161
733,5,30,31,21,21,1161,1199
733,5,31,32,21,21,1199,1237
733,5,32,33,21,21,1237,1275
733,5,33,34,21,21,1275,1313
733,2,34,38,21,22,1313,1466
741,4,20,23,37,19,797,893
741,4,23,28,19,21,893,1085
741,4,28,32,21,12,1085,1228
741,4,32,36,12,33,1228,1401
741,4,36,40,33,11,1401,1531
741,4,40,44,11,31,1531,1703
741,4,44,51,31,32,1703,1970
744,4,20,23,37,19,797,893
744,4,23,28,19,21,893,1085
744,4,28,32,21,12,1085,1228
744,4,32,36,12,33,1228,1401
744,4,36,40,33,11,1401,1531
744,4,40,44,11,31,1531,1703
744,4,44,51,31,32,1703,1970
745,4,20,23,37,19,797,893
745,4,23,28,19,21,893,1085
745,4,28,32,21,12,1085,1228
745,4,32,36,12,33,1228,1401
745,4,36,40,33,11,1401,1531
745,4,40,44,11,31,1531,1703
745,4,44,51,31,32,1703,1970
747,4,20,23,37,19,797,893
747,4,23,28,19,21,893,1085
747,4,28,32,21,12,1085,1228
747,4,32,36,12,33,1228,1401
747,4,36,40,33,11,1401,1531
747,4,40,44,11,31,1531,1703
747,4,44,51,31,32,1703,1970
Matching Rate: 0.06951871657754011
