"STATEFP,C,2","COUNTYFP,C,3","TRACTCE,C,6","BLKGRPCE,C,1","GEOID,C,12","NAMELSAD,C,13","MTFCC,C,5","FUNCSTAT,C,1","ALAND,N,14,0","AWATER,N,14,0","INTPTLAT,C,11","INTPTLON,C,12","in_region,N,2,1"
26,163,577400,5,261635774005,Block Group 5,G5030,S,214753,0,+42.2467746,-083.1835265,0
26,163,577400,3,261635774003,Block Group 3,G5030,S,215598,0,+42.2423779,-083.1827842,0
26,163,580100,1,261635801001,Block Group 1,G5030,S,1833773,3381210,+42.2204483,-083.1340611,0
26,163,580100,2,261635801002,Block Group 2,G5030,S,324449,0,+42.2226578,-083.1529288,0
26,163,580200,2,261635802002,Block Group 2,G5030,S,255702,0,+42.2271859,-083.1564563,0
26,163,580200,4,261635802004,Block Group 4,G5030,S,275521,0,+42.2302392,-083.1617569,0
26,163,580300,1,261635803001,Block Group 1,G5030,S,347976,0,+42.2212140,-083.1600553,0
26,163,580300,2,261635803002,Block Group 2,G5030,S,334105,0,+42.2164342,-083.1613823,0
26,163,580300,3,261635803003,Block Group 3,G5030,S,262139,0,+42.2191261,-083.1661475,0
26,163,580500,3,261635805003,Block Group 3,G5030,S,512539,0,+42.2027447,-083.1761305,0
26,163,580400,1,261635804001,Block Group 1,G5030,S,400937,0,+42.2196675,-083.1760176,0
26,163,580500,1,261635805001,Block Group 1,G5030,S,417270,0,+42.2113374,-083.1759369,0
26,163,580500,2,261635805002,Block Group 2,G5030,S,284062,0,+42.2067663,-083.1745270,0
26,163,580600,1,261635806001,Block Group 1,G5030,S,311979,0,+42.2067509,-083.1677762,0
26,131,990100,0,261319901000,Block Group 0,G5030,S,0,6248391180,+47.2166022,-089.5004631,0
26,131,970300,2,261319703002,Block Group 2,G5030,S,1028671741,26887659,+46.6133640,-089.6084383,0
26,131,970100,1,261319701001,Block Group 1,G5030,S,1034480165,2169033,+46.7343171,-089.0679799,0
26,131,970300,1,261319703001,Block Group 1,G5030,S,320474236,52045,+46.7538732,-089.4663577,0
26,131,970300,3,261319703003,Block Group 3,G5030,S,15710263,114052,+46.7430840,-089.5836070,0
26,131,970100,2,261319701002,Block Group 2,G5030,S,530988329,11037675,+46.4433215,-089.2073500,0
26,111,291601,2,261112916012,Block Group 2,G5030,S,17955366,382569,+43.7770346,-084.3777845,0
26,163,596100,2,261635961002,Block Group 2,G5030,S,1405256,3989066,+42.0944742,-083.1730964,0
26,163,596100,3,261635961003,Block Group 3,G5030,S,2646897,0,+42.1179087,-083.1522372,0
26,163,596200,1,261635962001,Block Group 1,G5030,S,2507474,596510,+42.1343984,-083.1429263,0
26,163,596300,1,261635963001,Block Group 1,G5030,S,4287442,5124676,+42.1780785,-083.1474917,0
26,125,130300,1,261251303001,Block Group 1,G5030,S,4115222,345667,+42.6173340,-083.5412698,0
26,009,960300,2,260099603002,Block Group 2,G5030,S,6988210,408067,+45.0733433,-085.2719348,0
26,009,960400,3,260099604003,Block Group 3,G5030,S,25070258,8560913,+44.9311361,-085.2229686,0
26,009,960500,1,260099605001,Block Group 1,G5030,S,41322022,26971103,+44.9531500,-085.3274813,0
26,081,012606,2,260810126062,Block Group 2,G5030,S,509216,0,+42.9239504,-085.5737586,0
26,081,004500,6,260810045006,Block Group 6,G5030,S,821824,0,+42.8988110,-085.6211450,0
26,081,004600,2,260810046002,Block Group 2,G5030,S,1195707,540,+42.8951492,-085.6329932,0
26,081,014601,1,260810146011,Block Group 1,G5030,S,16435035,22353,+42.8459076,-085.7485185,0
26,081,013802,4,260810138024,Block Group 4,G5030,S,1000811,0,+42.9040321,-085.7169048,0
26,081,014601,3,260810146013,Block Group 3,G5030,S,2077134,2677,+42.8457499,-085.6920882,0
26,131,970200,2,261319702002,Block Group 2,G5030,S,236832676,3550789,+46.7571419,-089.2954586,0
26,131,970200,1,261319702001,Block Group 1,G5030,S,225058962,49803,+46.8225120,-089.1341752,0
26,081,004300,1,260810043001,Block Group 1,G5030,S,1389136,0,+42.9194365,-085.6263352,0
26,111,290200,4,261112902004,Block Group 4,G5030,S,691496,0,+43.6155657,-084.2124455,0
26,081,014501,4,260810145014,Block Group 4,G5030,S,660251,6697,+42.8670736,-085.7276078,0
26,081,001101,3,260810011013,Block Group 3,G5030,S,798881,2290,+42.9754716,-085.6325852,0
26,081,001000,1,260810010001,Block Group 1,G5030,S,806778,0,+42.9962096,-085.6473339,0
26,081,004500,1,260810045001,Block Group 1,G5030,S,1281042,0,+42.9090306,-085.6176806,0
26,163,581500,1,261635815001,Block Group 1,G5030,S,501166,0,+42.2174094,-083.1845282,0
26,111,290900,2,261112909002,Block Group 2,G5030,S,1619967,4587,+43.6528221,-084.2146566,0
26,131,970200,3,261319702003,Block Group 3,G5030,S,3199807,27188,+46.8785558,-089.2977281,0
26,163,577500,3,261635775003,Block Group 3,G5030,S,247210,0,+42.2463526,-083.1774065,0
26,163,577600,4,261635776004,Block Group 4,G5030,S,248599,0,+42.2426871,-083.1620940,0
26,163,577600,2,261635776002,Block Group 2,G5030,S,310361,0,+42.2394517,-083.1670750,0
26,163,577700,1,261635777001,Block Group 1,G5030,S,424682,0,+42.2325266,-083.1775978,0
26,121,002400,1,261210024001,Block Group 1,G5030,S,1815271,696599,+43.1856824,-086.2534934,0
26,009,960500,3,260099605003,Block Group 3,G5030,S,22220068,18432139,+44.8690203,-085.3378745,0
26,009,960600,2,260099606002,Block Group 2,G5030,S,788620,119152,+44.8956986,-085.4141711,0
26,163,577800,1,261635778001,Block Group 1,G5030,S,281220,0,+42.2374179,-083.1836611,0
26,163,577800,2,261635778002,Block Group 2,G5030,S,482023,0,+42.2317762,-083.1849806,0
26,163,577800,3,261635778003,Block Group 3,G5030,S,659711,0,+42.2317930,-083.1941898,0
26,081,004600,3,260810046003,Block Group 3,G5030,S,1274806,0,+42.8873306,-085.6361700,0
26,081,004500,5,260810045005,Block Group 5,G5030,S,1042774,0,+42.8895066,-085.6210117,0
26,081,004400,1,260810044001,Block Group 1,G5030,S,1002746,0,+42.9234431,-085.6010941,0
26,121,002500,1,261210025001,Block Group 1,G5030,S,6537994,1269371,+43.1695384,-086.2354051,0
26,121,002500,2,261210025002,Block Group 2,G5030,S,1789545,2469,+43.1664080,-086.2542711,0
26,121,002500,4,261210025004,Block Group 4,G5030,S,1455136,55114,+43.1662588,-086.2765466,0
26,121,002500,5,261210025005,Block Group 5,G5030,S,12273697,11032871,+43.1481622,-086.2835550,0
26,163,580800,1,261635808001,Block Group 1,G5030,S,1121922,102755,+42.1920186,-083.1555507,0
26,163,580900,2,261635809002,Block Group 2,G5030,S,469122,0,+42.1886593,-083.1761429,0
26,163,580700,5,261635807005,Block Group 5,G5030,S,245162,0,+42.2057297,-083.1572103,0
26,163,581100,1,261635811001,Block Group 1,G5030,S,1316282,0,+42.2061288,-083.2239482,0
26,163,581100,2,261635811002,Block Group 2,G5030,S,1683233,0,+42.2065936,-083.2124476,0
26,163,581100,3,261635811003,Block Group 3,G5030,S,490475,0,+42.2103046,-083.2014574,0
26,163,581200,1,261635812001,Block Group 1,G5030,S,1166369,0,+42.1938507,-083.2228070,0
26,163,581200,2,261635812002,Block Group 2,G5030,S,1413742,0,+42.1897873,-083.2153501,0
26,163,581500,2,261635815002,Block Group 2,G5030,S,385189,0,+42.2173765,-083.1910868,0
26,163,581900,2,261635819002,Block Group 2,G5030,S,254288,0,+42.2046206,-083.1827145,0
26,163,581600,1,261635816001,Block Group 1,G5030,S,425791,0,+42.2172881,-083.1970911,0
26,163,581600,2,261635816002,Block Group 2,G5030,S,641158,0,+42.2171463,-083.2050829,0
26,125,192800,1,261251928001,Block Group 1,G5030,S,5450724,0,+42.6686933,-083.2069003,0
26,163,597000,1,261635970001,Block Group 1,G5030,S,2188497,1352131,+42.0988821,-083.1900224,0
26,163,597000,2,261635970002,Block Group 2,G5030,S,407523,163282,+42.0846232,-083.1894490,0
26,163,598000,1,261635980001,Block Group 1,G5030,S,850768,20784,+42.0677181,-083.2449592,0
26,163,598000,2,261635980002,Block Group 2,G5030,S,793449,9680,+42.0751631,-083.2509158,0
26,163,598000,3,261635980003,Block Group 3,G5030,S,1225247,76163,+42.0760247,-083.2619895,0
26,163,598000,4,261635980004,Block Group 4,G5030,S,3661740,359624,+42.0699905,-083.2334812,0
26,077,002601,1,260770026011,Block Group 1,G5030,S,16302969,2696244,+42.4132594,-085.3841456,0
26,157,000900,3,261570009003,Block Group 3,G5030,S,3969896,10739,+43.3884176,-083.5756922,0
26,157,001200,4,261570012004,Block Group 4,G5030,S,7398743,5002,+43.2848660,-083.5219079,0
26,157,000800,3,261570008003,Block Group 3,G5030,S,41700845,363753,+43.3321393,-083.6490547,0
26,157,000400,2,261570004002,Block Group 2,G5030,S,67305234,4778,+43.5460658,-083.4015342,0
26,099,212000,2,260992120002,Block Group 2,G5030,S,46171640,134680,+42.8250043,-082.9215528,0
26,099,212000,3,260992120003,Block Group 3,G5030,S,547419,2602,+42.8449949,-082.8827284,0
26,099,214000,1,260992140001,Block Group 1,G5030,S,27384059,76500,+42.8648505,-083.0098204,0
26,099,214000,2,260992140002,Block Group 2,G5030,S,2156441,1492,+42.8170539,-083.0030569,0
26,099,214000,3,260992140003,Block Group 3,G5030,S,929936,0,+42.8153741,-083.0150613,0
26,099,214500,1,260992145001,Block Group 1,G5030,S,19693821,186011,+42.8702181,-083.0633707,0
26,099,214500,2,260992145002,Block Group 2,G5030,S,20771942,395309,+42.8489807,-083.0563907,0
26,099,214500,3,260992145003,Block Group 3,G5030,S,20589468,419219,+42.8238444,-083.0543979,0
26,099,215000,1,260992150001,Block Group 1,G5030,S,18418522,855439,+42.7797380,-083.0734327,0
26,127,010800,1,261270108001,Block Group 1,G5030,S,36970378,18052173,+43.7695572,-086.4301484,0
26,139,024900,2,261390249002,Block Group 2,G5030,S,2020903,336566,+42.7945039,-086.1049750,0
26,139,021801,1,261390218011,Block Group 1,G5030,S,1862812,245,+42.8592729,-085.8546760,0
26,121,003000,1,261210030001,Block Group 1,G5030,S,76150342,2046365,+43.2685727,-085.9368059,0
26,121,003000,2,261210030002,Block Group 2,G5030,S,50550094,383313,+43.2407082,-085.8187096,0
26,009,960700,1,260099607001,Block Group 1,G5030,S,141121216,732852,+44.9218681,-084.9166027,0
26,009,960700,3,260099607003,Block Group 3,G5030,S,12745162,61065,+44.8965743,-085.0501761,0
26,009,960700,4,260099607004,Block Group 4,G5030,S,1623536,0,+44.9027984,-085.0646342,0
26,009,960600,4,260099606004,Block Group 4,G5030,S,9614325,9850431,+44.8715794,-085.4173969,0
26,139,021802,1,261390218021,Block Group 1,G5030,S,8275947,60864,+42.8772754,-085.8537230,0
26,139,021801,3,261390218013,Block Group 3,G5030,S,3004004,1297,+42.8586974,-085.8688269,0
26,163,577800,4,261635778004,Block Group 4,G5030,S,390609,0,+42.2360661,-083.1983011,0
26,163,577900,4,261635779004,Block Group 4,G5030,S,195551,0,+42.2266053,-083.1974812,0
26,163,577900,5,261635779005,Block Group 5,G5030,S,225123,0,+42.2229116,-083.1973311,0
26,163,578000,1,261635780001,Block Group 1,G5030,S,369960,7236,+42.2252195,-083.1691570,0
26,163,578000,2,261635780002,Block Group 2,G5030,S,292030,0,+42.2234249,-083.1765085,0
26,121,001000,1,261210010001,Block Group 1,G5030,S,3841243,12182709,+43.2250433,-086.3281627,0
26,121,001300,1,261210013001,Block Group 1,G5030,S,591560,0,+43.2135863,-086.2312479,0
26,151,970800,3,261519708003,Block Group 3,G5030,S,7815400,83234,+43.2827601,-082.6069673,0
26,151,971000,3,261519710003,Block Group 3,G5030,S,5201806,6746,+43.3331991,-083.0820358,0
26,151,970100,1,261519701001,Block Group 1,G5030,S,120275831,3655128,+43.6450085,-082.6774547,0
26,007,000900,3,260070009003,Block Group 3,G5030,S,43357823,12382873,+44.8819356,-083.3665682,0
26,007,000200,4,260070002004,Block Group 4,G5030,S,81942949,635199,+44.9558910,-083.6389461,0
26,163,581600,3,261635816003,Block Group 3,G5030,S,1136598,0,+42.2203776,-083.2111504,0
26,163,581600,4,261635816004,Block Group 4,G5030,S,1842746,0,+42.2212077,-083.2223625,0
26,163,581900,1,261635819001,Block Group 1,G5030,S,289175,0,+42.2105776,-083.1829753,0
26,163,581900,3,261635819003,Block Group 3,G5030,S,290424,0,+42.2005659,-083.1866250,0
26,163,581900,4,261635819004,Block Group 4,G5030,S,299113,0,+42.2037396,-083.1892233,0
26,163,581900,5,261635819005,Block Group 5,G5030,S,602044,0,+42.2097749,-083.1895647,0
26,099,230300,2,260992303002,Block Group 2,G5030,S,586202,0,+42.6132985,-082.9979701,0
26,163,582000,1,261635820001,Block Group 1,G5030,S,325145,0,+42.1958093,-083.1823894,0
26,163,582000,2,261635820002,Block Group 2,G5030,S,563694,0,+42.1956938,-083.1891097,0
26,099,215000,2,260992150002,Block Group 2,G5030,S,5783829,16330,+42.7794997,-083.0265832,0
26,099,230200,4,260992302004,Block Group 4,G5030,S,1156215,0,+42.6018330,-082.9951757,0
26,099,230300,1,260992303001,Block Group 1,G5030,S,1643844,0,+42.6218626,-083.0015095,0
26,099,230300,3,260992303003,Block Group 3,G5030,S,722558,0,+42.6143617,-083.0077065,0
26,099,230601,2,260992306012,Block Group 2,G5030,S,2959136,0,+42.6161613,-083.0813432,0
26,099,230400,1,260992304001,Block Group 1,G5030,S,1400986,18558,+42.6208489,-083.0243211,0
26,099,230400,2,260992304002,Block Group 2,G5030,S,448229,0,+42.6146113,-083.0147433,0
26,099,230400,3,260992304003,Block Group 3,G5030,S,920394,21050,+42.6098842,-083.0210716,0
26,099,230500,2,260992305002,Block Group 2,G5030,S,1133233,38256,+42.6088394,-083.0270030,0
26,099,230500,4,260992305004,Block Group 4,G5030,S,1471304,0,+42.6101326,-083.0367765,0
26,121,002200,1,261210022001,Block Group 1,G5030,S,1086427,0,+43.2022471,-086.2719170,0
26,151,971100,3,261519711003,Block Group 3,G5030,S,4973930,4038,+43.2119805,-082.9883927,0
26,163,582000,3,261635820003,Block Group 3,G5030,S,826263,0,+42.1887071,-083.1859875,0
26,163,582100,1,261635821001,Block Group 1,G5030,S,436182,0,+42.1956218,-083.1966504,0
26,163,582100,2,261635821002,Block Group 2,G5030,S,833147,0,+42.1881954,-083.1984175,0
26,163,582100,3,261635821003,Block Group 3,G5030,S,274813,0,+42.1881167,-083.2067900,0
26,163,582100,5,261635821005,Block Group 5,G5030,S,276649,0,+42.1953049,-083.2020546,0
26,163,583000,1,261635830001,Block Group 1,G5030,S,1272309,20821,+42.2641860,-083.2436066,0
26,121,002300,2,261210023002,Block Group 2,G5030,S,816599,0,+43.1888534,-086.2930943,0
26,121,002300,3,261210023003,Block Group 3,G5030,S,715541,0,+43.1981590,-086.2982009,0
26,121,002200,2,261210022002,Block Group 2,G5030,S,999393,0,+43.1941106,-086.2711285,0
26,121,002200,3,261210022003,Block Group 3,G5030,S,575324,0,+43.1974168,-086.2798966,0
26,121,002300,4,261210023004,Block Group 4,G5030,S,333887,0,+43.2039676,-086.2981984,0
26,121,004300,1,261210043001,Block Group 1,G5030,S,1077451,2456,+43.1954948,-086.2301415,0
26,121,001300,2,261210013002,Block Group 2,G5030,S,310167,0,+43.2076267,-086.2277371,0
26,121,001402,1,261210014021,Block Group 1,G5030,S,302170,0,+43.1985014,-086.2471034,0
26,121,001402,2,261210014022,Block Group 2,G5030,S,403053,0,+43.1935101,-086.2433147,0
26,163,583400,3,261635834003,Block Group 3,G5030,S,279588,0,+42.2509668,-083.2351232,0
26,121,002300,5,261210023005,Block Group 5,G5030,S,5108987,9141231,+43.1890424,-086.3115043,0
26,051,000100,3,260510001003,Block Group 3,G5030,S,59761241,1940013,+44.0951215,-084.4374591,0
26,051,000600,2,260510006002,Block Group 2,G5030,S,46177585,1539879,+43.9214853,-084.3340677,0
26,121,001402,3,261210014023,Block Group 3,G5030,S,569649,0,+43.1898678,-086.2429220,0
26,121,001402,4,261210014024,Block Group 4,G5030,S,604202,0,+43.1939297,-086.2558691,0
26,121,001402,5,261210014025,Block Group 5,G5030,S,314442,0,+43.1991659,-086.2550383,0
26,121,001500,1,261210015001,Block Group 1,G5030,S,1305443,65139,+43.2673708,-086.2488373,0
26,139,023001,1,261390230011,Block Group 1,G5030,S,19320700,15227,+42.8346920,-085.7972271,0
26,139,021304,2,261390213042,Block Group 2,G5030,S,5859011,11182545,+43.0139107,-086.2264085,0
26,099,230602,2,260992306022,Block Group 2,G5030,S,2547982,0,+42.6005956,-083.0806841,0
26,099,230602,1,260992306021,Block Group 1,G5030,S,2712731,0,+42.6012062,-083.0609238,0
26,099,230700,1,260992307001,Block Group 1,G5030,S,1569684,0,+42.5883336,-083.0812473,0
26,099,230700,2,260992307002,Block Group 2,G5030,S,458554,0,+42.5824727,-083.0823192,0
26,099,230700,3,260992307003,Block Group 3,G5030,S,490467,6728,+42.5800495,-083.0720268,0
26,099,230800,1,260992308001,Block Group 1,G5030,S,1116834,14696,+42.5872553,-083.0544040,0
26,099,230800,2,260992308002,Block Group 2,G5030,S,343743,0,+42.5901584,-083.0608178,0
26,099,230800,3,260992308003,Block Group 3,G5030,S,1210581,13933,+42.5813540,-083.0603496,0
26,099,230900,1,260992309001,Block Group 1,G5030,S,389067,1486,+42.5926854,-083.0197375,0
26,079,950200,1,260799502001,Block Group 1,G5030,S,87133957,710700,+44.7800440,-085.1246538,0
26,163,583000,3,261635830003,Block Group 3,G5030,S,1349499,2524,+42.2592735,-083.2619762,0
26,121,002602,1,261210026021,Block Group 1,G5030,S,1208456,0,+43.1706320,-086.2155113,0
26,121,002602,2,261210026022,Block Group 2,G5030,S,16476324,867686,+43.1431894,-086.2306371,0
26,121,002700,2,261210027002,Block Group 2,G5030,S,4673207,26879,+43.1864549,-086.1611824,0
26,121,002700,4,261210027004,Block Group 4,G5030,S,1182222,0,+43.1668589,-086.1919024,0
26,121,002700,5,261210027005,Block Group 5,G5030,S,11660188,24311,+43.1694250,-086.1760234,0
26,121,002800,1,261210028001,Block Group 1,G5030,S,10604774,39028,+43.1402509,-086.1870303,0
26,163,583100,3,261635831003,Block Group 3,G5030,S,412776,0,+42.2652023,-083.2983312,0
26,163,583100,4,261635831004,Block Group 4,G5030,S,1751715,0,+42.2584433,-083.3032646,0
26,163,583200,3,261635832003,Block Group 3,G5030,S,504770,0,+42.2594889,-083.2737901,0
26,163,583200,2,261635832002,Block Group 2,G5030,S,1466092,0,+42.2568519,-083.2823852,0
26,163,583000,2,261635830002,Block Group 2,G5030,S,1027765,0,+42.2668351,-083.2599714,0
26,163,583400,1,261635834001,Block Group 1,G5030,S,628719,0,+42.2597622,-083.2404198,0
26,163,583400,2,261635834002,Block Group 2,G5030,S,257562,0,+42.2557810,-083.2335644,0
26,163,583400,4,261635834004,Block Group 4,G5030,S,629428,0,+42.2523186,-083.2452211,0
26,163,583400,5,261635834005,Block Group 5,G5030,S,380306,0,+42.2559911,-083.2393694,0
26,125,136300,3,261251363003,Block Group 3,G5030,S,1953121,0,+42.4602505,-083.4823289,0
26,125,184600,3,261251846003,Block Group 3,G5030,S,661545,0,+42.4791889,-083.1394245,0
26,139,022900,5,261390229005,Block Group 5,G5030,S,3440016,3400,+42.8170382,-086.0019609,0
26,139,022203,6,261390222036,Block Group 6,G5030,S,1747271,65229,+42.8196165,-086.1015338,0
26,125,166600,1,261251666001,Block Group 1,G5030,S,1597076,0,+42.5104990,-083.3544218,0
26,125,168800,1,261251688001,Block Group 1,G5030,S,1237214,0,+42.4795875,-083.4069815,0
26,125,172400,1,261251724001,Block Group 1,G5030,S,199815,0,+42.4763703,-083.1990166,0
26,125,168700,1,261251687001,Block Group 1,G5030,S,3752156,0,+42.4861689,-083.4251709,0
26,125,171500,2,261251715002,Block Group 2,G5030,S,547243,0,+42.4571853,-083.1879349,0
26,125,171600,1,261251716001,Block Group 1,G5030,S,407742,0,+42.4583580,-083.1752326,0
26,125,184600,1,261251846001,Block Group 1,G5030,S,351033,0,+42.4799823,-083.1324665,0
26,125,173100,1,261251731001,Block Group 1,G5030,S,271597,0,+42.4651400,-083.1352272,0
26,125,173500,2,261251735002,Block Group 2,G5030,S,647314,0,+42.4571140,-083.1273712,0
26,101,000100,1,261010001001,Block Group 1,G5030,S,147657498,605510,+44.4033612,-085.9527244,0
26,051,000500,1,260510005001,Block Group 1,G5030,S,92991678,131716,+44.0265239,-084.4180275,0
26,099,215000,3,260992150003,Block Group 3,G5030,S,19120320,21304,+42.7780823,-083.0036360,0
26,099,215200,1,260992152001,Block Group 1,G5030,S,4311835,18920,+42.7497420,-083.0435965,0
26,099,215200,2,260992152002,Block Group 2,G5030,S,3947292,66385,+42.7318719,-083.0424427,0
26,099,215200,3,260992152003,Block Group 3,G5030,S,8504675,1958201,+42.7272400,-083.0760346,0
26,099,215300,1,260992153001,Block Group 1,G5030,S,1633159,4473,+42.7208889,-083.0403975,0
26,099,215500,2,260992155002,Block Group 2,G5030,S,12617742,67982,+42.7358674,-083.0005666,0
26,099,216000,1,260992160001,Block Group 1,G5030,S,47520400,187867,+42.7861182,-082.9176353,0
26,099,216000,2,260992160002,Block Group 2,G5030,S,47068382,57948,+42.7423637,-082.9191361,0
26,059,050400,5,260590504005,Block Group 5,G5030,S,35142389,33979,+41.8623080,-084.7292206,0
26,101,000800,1,261010008001,Block Group 1,G5030,S,435769,0,+44.2387919,-086.3157346,0
26,101,000900,3,261010009003,Block Group 3,G5030,S,376930,28384,+44.2471120,-086.3189752,0
26,117,971000,3,261179710003,Block Group 3,G5030,S,85522148,233239,+43.1574158,-084.9081074,0
26,001,990000,0,260019900000,Block Group 0,G5030,S,0,2802957763,+44.6820957,-082.8285924,0
26,155,031402,2,261550314022,Block Group 2,G5030,S,40962368,3796075,+42.8408123,-084.3170912,0
26,099,217000,1,260992170001,Block Group 1,G5030,S,48173303,169186,+42.7875369,-082.7994673,0
26,155,030100,5,261550301005,Block Group 5,G5030,S,54361916,32033,+43.0069217,-083.9583288,0
26,093,733100,1,260937331001,Block Group 1,G5030,S,20946802,591095,+42.4909548,-083.9365943,0
26,093,733100,2,260937331002,Block Group 2,G5030,S,22046403,537377,+42.4887765,-083.9921889,0
26,093,733601,2,260937336012,Block Group 2,G5030,S,1819744,400974,+42.4310054,-083.9927930,0
26,117,971000,1,261179710001,Block Group 1,G5030,S,29632492,3092,+43.2310943,-084.8508326,0
26,121,000500,6,261210005006,Block Group 6,G5030,S,336221,0,+43.2177029,-086.2293930,0
26,121,000500,3,261210005003,Block Group 3,G5030,S,320975,0,+43.2213634,-086.2294094,0
26,121,000601,1,261210006011,Block Group 1,G5030,S,601091,0,+43.2225158,-086.2469223,0
26,121,004200,4,261210042004,Block Group 4,G5030,S,354458,0,+43.2264796,-086.2545669,0
26,121,000800,3,261210008003,Block Group 3,G5030,S,357659,0,+43.2217281,-086.2651594,0
26,117,971000,2,261179710002,Block Group 2,G5030,S,10109751,203705,+43.1829946,-084.8640731,0
26,163,584000,2,261635840002,Block Group 2,G5030,S,375163,0,+42.2387068,-083.2505322,0
26,099,232300,3,260992323003,Block Group 3,G5030,S,436762,0,+42.5390714,-083.0436877,0
26,121,001800,1,261210018001,Block Group 1,G5030,S,4987560,174123,+43.2745835,-086.2187621,0
26,163,583600,2,261635836002,Block Group 2,G5030,S,217992,0,+42.2436388,-083.2529008,0
26,163,583600,3,261635836003,Block Group 3,G5030,S,853802,0,+42.2445762,-083.2630527,0
26,163,583700,1,261635837001,Block Group 1,G5030,S,570579,0,+42.2504267,-083.2771398,0
26,163,583800,1,261635838001,Block Group 1,G5030,S,1950786,0,+42.2345478,-083.2772169,0
26,163,583800,2,261635838002,Block Group 2,G5030,S,611867,0,+42.2298629,-083.2841968,0
26,163,583900,1,261635839001,Block Group 1,G5030,S,730900,0,+42.2372088,-083.2595208,0
26,163,584000,1,261635840001,Block Group 1,G5030,S,2350650,38772,+42.2380174,-083.2372117,0
26,163,584100,1,261635841001,Block Group 1,G5030,S,2228905,442,+42.2183360,-083.2399940,0
26,163,584100,2,261635841002,Block Group 2,G5030,S,1052453,0,+42.2236061,-083.2462302,0
26,079,950602,2,260799506022,Block Group 2,G5030,S,202731665,1959596,+44.6640877,-085.0017327,0
26,007,000300,2,260070003002,Block Group 2,G5030,S,25142253,17345040,+45.1960857,-083.4061984,0
26,161,414000,2,261614140002,Block Group 2,G5030,S,801636,46514,+42.2552389,-083.6655427,0
26,161,414500,1,261614145001,Block Group 1,G5030,S,1676163,0,+42.2289890,-083.6710066,0
26,007,000200,1,260070002001,Block Group 1,G5030,S,90278062,2902179,+45.1465842,-083.5900644,0
26,163,584200,1,261635842001,Block Group 1,G5030,S,983127,0,+42.2158424,-083.2613367,0
26,163,584300,1,261635843001,Block Group 1,G5030,S,1283440,0,+42.2226050,-083.2785134,0
26,079,950200,3,260799502003,Block Group 3,G5030,S,31099095,82965,+44.8443612,-085.2415890,0
26,079,950300,1,260799503001,Block Group 1,G5030,S,10530381,502478,+44.7324380,-085.1342218,0
26,163,599100,1,261635991001,Block Group 1,G5030,S,591271,0,+42.0884250,-083.2719239,0
26,163,599100,3,261635991003,Block Group 3,G5030,S,437516,22728,+42.0927112,-083.2871205,0
26,099,217000,2,260992170002,Block Group 2,G5030,S,27523687,223719,+42.7554210,-082.8300563,0
26,099,218000,1,260992180001,Block Group 1,G5030,S,6416585,76280,+42.7368322,-082.8078579,0
26,099,220002,2,260992200022,Block Group 2,G5030,S,737813,2640046,+42.6725774,-082.7501545,0
26,099,268200,1,260992682001,Block Group 1,G5030,S,3475725,188755,+42.6467293,-082.8306278,0
26,099,221100,2,260992211002,Block Group 2,G5030,S,4315556,77438,+42.6619337,-082.8463217,0
26,079,950300,4,260799503004,Block Group 4,G5030,S,95070260,532425,+44.6682436,-085.2380466,0
26,121,000900,2,261210009002,Block Group 2,G5030,S,629445,0,+43.2092500,-086.2872705,0
26,121,000900,3,261210009003,Block Group 3,G5030,S,1325848,0,+43.2093186,-086.3079918,0
26,121,000900,4,261210009004,Block Group 4,G5030,S,340667,0,+43.2116985,-086.3024053,0
26,121,001901,1,261210019011,Block Group 1,G5030,S,10419304,193366,+43.2571524,-086.1825662,0
26,121,001902,1,261210019021,Block Group 1,G5030,S,712911,0,+43.2404549,-086.1883984,0
26,121,001902,2,261210019022,Block Group 2,G5030,S,521398,0,+43.2359765,-086.1962587,0
26,121,001902,4,261210019024,Block Group 4,G5030,S,776850,0,+43.2271521,-086.1928052,0
26,093,722500,1,260937225001,Block Group 1,G5030,S,50206752,36618,+42.6318011,-084.0870794,0
26,093,725000,1,260937250001,Block Group 1,G5030,S,1224516,491232,+42.6129697,-083.9197574,0
26,093,722300,1,260937223001,Block Group 1,G5030,S,2860594,0,+42.6587104,-084.0666168,0
26,093,725000,2,260937250002,Block Group 2,G5030,S,1798443,0,+42.6188039,-083.9321412,0
26,093,725000,3,260937250003,Block Group 3,G5030,S,2702713,12308,+42.6185732,-083.9473586,0
26,117,970900,1,261179709001,Block Group 1,G5030,S,42342088,1333243,+43.2386468,-084.9072932,0
26,117,970800,4,261179708004,Block Group 4,G5030,S,21379160,624484,+43.2343109,-085.0441961,0
26,079,950400,2,260799504002,Block Group 2,G5030,S,88896574,657086,+44.6087571,-085.2616081,0
26,079,950400,3,260799504003,Block Group 3,G5030,S,76321989,1137807,+44.5481990,-085.2627764,0
26,099,221200,2,260992212002,Block Group 2,G5030,S,749250,0,+42.6588782,-082.8154084,0
26,099,221200,3,260992212003,Block Group 3,G5030,S,1775655,32739,+42.6712447,-082.7853662,0
26,099,268200,3,260992682003,Block Group 3,G5030,S,608691,2130881,+42.6354421,-082.8164281,0
26,099,268200,2,260992682002,Block Group 2,G5030,S,2234905,17089,+42.6412669,-082.8201443,0
